;Title, http://www.gcdataconcepts.com, X6-1a
;Version, 1000, Build num, 0x97B, Build date, 20101014 12:47:12,  SN:CCDC22010050816
;Start_time, 1900-01-01, 00:00:05.199
;Switch, Unknown
;Temperature, 0.00, deg C,  Vbat, 0, mv
;Gain, low
;SampleRate, 40,Hz
;Deadband, 0, counts
;DeadbandTimeout, 5,sec
;Headers, time,Ax,Ay,Az
1.236,-37,11,350
1.262,-37,11,350
1.287,-37,11,349
1.314,-37,11,350
1.339,-37,11,349
1.365,-37,11,350
1.391,-37,11,350
1.416,-37,11,350
1.443,-37,11,349
1.468,-37,11,350
1.494,-37,11,350
1.520,-37,11,350
1.545,-37,11,349
1.571,-37,11,349
1.597,-37,11,349
1.623,-37,11,350
1.649,-37,11,350
1.675,-37,11,349
1.700,-37,11,349
1.726,-37,11,349
1.752,-37,11,350
1.777,-37,11,350
1.804,-37,11,350
1.830,-37,11,350
1.856,-37,11,350
1.881,-37,11,349
1.907,-37,11,349
1.933,-37,11,350
1.959,-37,11,350
1.985,-37,11,349
2.010,-37,11,349
2.037,-37,11,349
2.062,-37,11,349
2.087,-37,11,349
2.114,-37,11,349
2.139,-37,11,349
2.165,-37,11,350
2.191,-37,11,349
2.217,-37,11,349
2.243,-37,11,349
2.269,-37,11,350
2.294,-37,11,350
2.320,-37,11,349
2.346,-37,11,349
2.371,-37,11,350
2.398,-37,11,350
2.423,-37,11,350
2.449,-37,11,349
2.475,-37,11,350
2.500,-37,11,350
2.527,-37,11,349
2.552,-37,11,350
2.578,-37,11,350
2.604,-37,11,349
2.630,-37,11,349
2.655,-37,11,349
2.681,-37,11,349
2.707,-37,11,350
2.732,-37,11,350
2.759,-37,11,350
2.784,-37,11,349
2.811,-37,11,349
2.837,-37,11,350
2.862,-37,11,350
2.888,-37,11,350
2.914,-37,11,350
2.940,-37,11,349
2.965,-37,11,349
2.992,-37,11,349
3.017,-37,11,349
3.043,-37,11,349
3.069,-37,11,349
3.094,-37,11,350
3.121,-37,11,349
3.146,-37,11,350
