5.399999999999999939e-02,2.564999999999999947e+00,-4.789999999999999813e-01,9.096999999999999531e+00
7.399999999999999634e-02,2.512000000000000011e+00,-6.650000000000000355e-01,9.082000000000000739e+00
9.500000000000000111e-02,2.503000000000000114e+00,-6.320000000000000062e-01,9.105999999999999872e+00
1.150000000000000050e-01,2.487999999999999989e+00,-6.410000000000000142e-01,9.105999999999999872e+00
1.350000000000000089e-01,2.416999999999999815e+00,-5.739999999999999547e-01,9.082000000000000739e+00
1.559999999999999998e-01,2.426000000000000156e+00,-3.880000000000000115e-01,9.207000000000000739e+00
1.759999999999999898e-01,2.416999999999999815e+00,-6.410000000000000142e-01,9.234999999999999432e+00
1.960000000000000075e-01,2.373000000000000220e+00,-7.459999999999999964e-01,9.073000000000000398e+00
2.169999999999999984e-01,2.435999999999999943e+00,-5.839999999999999636e-01,9.009999999999999787e+00
2.369999999999999885e-01,2.330000000000000071e+00,-7.269999999999999796e-01,9.115999999999999659e+00
2.580000000000000071e-01,2.210999999999999854e+00,-8.469999999999999751e-01,9.336000000000000298e+00
2.780000000000000249e-01,2.282999999999999918e+00,-8.279999999999999583e-01,9.244999999999999218e+00
2.979999999999999871e-01,2.306000000000000050e+00,-8.469999999999999751e-01,9.105999999999999872e+00
3.190000000000000058e-01,2.254000000000000004e+00,-7.459999999999999964e-01,9.215999999999999304e+00
3.390000000000000235e-01,2.196000000000000174e+00,-6.079999999999999849e-01,9.207000000000000739e+00
3.589999999999999858e-01,2.210999999999999854e+00,-6.270000000000000018e-01,9.140000000000000568e+00
3.800000000000000044e-01,2.238999999999999879e+00,-6.510000000000000231e-01,9.159000000000000696e+00
4.000000000000000222e-01,2.153000000000000025e+00,-5.649999999999999467e-01,9.207000000000000739e+00
4.209999999999999853e-01,2.085999999999999854e+00,-4.789999999999999813e-01,9.226000000000000867e+00
4.410000000000000031e-01,2.120000000000000107e+00,-4.689999999999999725e-01,9.082000000000000739e+00
4.610000000000000209e-01,2.177000000000000046e+00,-4.640000000000000235e-01,9.073000000000000398e+00
4.819999999999999840e-01,2.091000000000000192e+00,-4.259999999999999898e-01,9.215999999999999304e+00
5.020000000000000018e-01,2.057999999999999829e+00,-3.780000000000000027e-01,9.182999999999999829e+00
5.220000000000000195e-01,2.162999999999999812e+00,-3.679999999999999938e-01,9.167999999999999261e+00
5.430000000000000382e-01,2.129000000000000004e+00,-4.119999999999999774e-01,9.207000000000000739e+00
5.629999999999999449e-01,2.162999999999999812e+00,-3.679999999999999938e-01,9.115999999999999659e+00
5.839999999999999636e-01,2.229999999999999982e+00,-2.580000000000000071e-01,9.086999999999999744e+00
6.039999999999999813e-01,2.177000000000000046e+00,-2.149999999999999967e-01,9.215999999999999304e+00
6.239999999999999991e-01,2.262999999999999901e+00,-2.580000000000000071e-01,9.182999999999999829e+00
6.450000000000000178e-01,2.350000000000000089e+00,-2.250000000000000056e-01,9.125000000000000000e+00
6.650000000000000355e-01,2.326000000000000068e+00,-1.529999999999999971e-01,9.115999999999999659e+00
6.850000000000000533e-01,2.392999999999999794e+00,-2.059999999999999887e-01,9.086999999999999744e+00
7.059999999999999609e-01,2.487999999999999989e+00,-2.580000000000000071e-01,9.148999999999999133e+00
7.259999999999999787e-01,2.435999999999999943e+00,-1.960000000000000075e-01,9.167999999999999261e+00
7.469999999999999973e-01,2.383000000000000007e+00,-2.489999999999999991e-01,9.125000000000000000e+00
7.670000000000000151e-01,2.555000000000000160e+00,-3.880000000000000115e-01,9.159000000000000696e+00
7.870000000000000329e-01,2.698999999999999844e+00,-3.250000000000000111e-01,9.173000000000000043e+00
8.080000000000000515e-01,2.717999999999999972e+00,-2.059999999999999887e-01,9.201999999999999957e+00
8.279999999999999583e-01,2.774999999999999911e+00,-2.489999999999999991e-01,9.140000000000000568e+00
8.479999999999999760e-01,2.770999999999999908e+00,-2.300000000000000100e-01,9.038999999999999702e+00
8.689999999999999947e-01,2.708000000000000185e+00,-8.599999999999999312e-02,9.148999999999999133e+00
8.890000000000000124e-01,2.621999999999999886e+00,-1.199999999999999956e-01,9.244999999999999218e+00
9.100000000000000311e-01,2.597999999999999865e+00,-3.009999999999999898e-01,9.234999999999999432e+00
9.300000000000000488e-01,2.621999999999999886e+00,-3.880000000000000115e-01,9.234999999999999432e+00
9.499999999999999556e-01,2.612999999999999989e+00,-4.979999999999999982e-01,9.148999999999999133e+00
9.709999999999999742e-01,2.597999999999999865e+00,-5.550000000000000488e-01,9.159000000000000696e+00
9.909999999999999920e-01,2.555000000000000160e+00,-5.310000000000000275e-01,9.182999999999999829e+00
1.010999999999999899e+00,2.536000000000000032e+00,-5.889999999999999680e-01,9.130000000000000782e+00
1.032000000000000028e+00,2.521999999999999797e+00,-5.889999999999999680e-01,9.115999999999999659e+00
1.052000000000000046e+00,2.479000000000000092e+00,-5.220000000000000195e-01,9.159000000000000696e+00
1.072000000000000064e+00,2.459999999999999964e+00,-6.169999999999999929e-01,9.182999999999999829e+00
1.092999999999999972e+00,2.392999999999999794e+00,-6.600000000000000311e-01,9.173000000000000043e+00
1.112999999999999989e+00,2.306000000000000050e+00,-5.739999999999999547e-01,9.201999999999999957e+00
1.133999999999999897e+00,2.262999999999999901e+00,-6.410000000000000142e-01,9.201999999999999957e+00
1.153999999999999915e+00,2.210999999999999854e+00,-7.269999999999999796e-01,9.192000000000000171e+00
1.173999999999999932e+00,2.162999999999999812e+00,-7.079999999999999627e-01,9.182999999999999829e+00
1.195000000000000062e+00,2.210999999999999854e+00,-8.279999999999999583e-01,9.140000000000000568e+00
1.215000000000000080e+00,2.186999999999999833e+00,-8.279999999999999583e-01,9.167999999999999261e+00
1.235000000000000098e+00,2.043000000000000149e+00,-6.600000000000000311e-01,9.192000000000000171e+00
1.256000000000000005e+00,2.091000000000000192e+00,-6.750000000000000444e-01,9.234999999999999432e+00
1.276000000000000023e+00,2.196000000000000174e+00,-7.179999999999999716e-01,9.226000000000000867e+00
1.296999999999999931e+00,2.153000000000000025e+00,-6.169999999999999929e-01,9.086999999999999744e+00
1.316999999999999948e+00,2.129000000000000004e+00,-5.739999999999999547e-01,9.082000000000000739e+00
1.336999999999999966e+00,2.133999999999999897e+00,-6.169999999999999929e-01,9.130000000000000782e+00
1.358000000000000096e+00,2.076999999999999957e+00,-5.649999999999999467e-01,9.167999999999999261e+00
1.377999999999999892e+00,2.024000000000000021e+00,-4.259999999999999898e-01,9.192000000000000171e+00
1.397999999999999909e+00,2.109999999999999876e+00,-3.920000000000000151e-01,9.173000000000000043e+00
1.419000000000000039e+00,2.162999999999999812e+00,-3.880000000000000115e-01,9.125000000000000000e+00
1.439000000000000057e+00,2.120000000000000107e+00,-3.920000000000000151e-01,9.105999999999999872e+00
1.459999999999999964e+00,2.172000000000000153e+00,-3.920000000000000151e-01,9.173000000000000043e+00
1.479999999999999982e+00,2.229999999999999982e+00,-3.160000000000000031e-01,9.201999999999999957e+00
