Auto,Run #1
Time (s),Angular Velocity (rad/s)
0.05,0
0.1,-0.116
0.15,-0.116
0.2,-0.058
0.25,0
0.3,0
0.35,0
0.4,0
0.45,0
0.5,0
0.55,0
0.6,0
0.65,0
0.7,0
0.75,0
0.8,0
0.85,0
0.9,0
0.95,0
1,0
1.05,0
1.1,0
1.15,0
1.2,0
1.25,0
1.3,0
1.35,0
1.4,0.058
1.45,0.116
1.5,0.116
1.55,0.116
1.6,0.116
1.65,0.058
1.7,-0.116
1.75,-0.349
1.8,-0.524
1.85,-0.64
1.9,-0.698
1.95,-0.64
2,-0.465
2.05,-0.291
2.1,-0.116
2.15,0.407
2.2,2.094
2.25,4.48
2.3,6.109
2.35,6.167
2.4,4.829
2.45,3.083
2.5,1.454
2.55,0.407
2.6,0
2.65,-0.058
2.7,-0.058
2.75,-0.058
2.8,-0.116
2.85,-0.175
2.9,-0.116
2.95,-0.058
3,0
3.05,-0.058
3.1,-0.116
3.15,-0.116
3.2,-0.116
3.25,-0.116
3.3,-0.116
3.35,-0.116
3.4,-0.116
3.45,-0.116
3.5,-0.116
3.55,-0.116
3.6,-0.175
3.65,-0.175
3.7,-0.116
3.75,-0.116
3.8,-0.116
3.85,-0.175
3.9,-0.175
3.95,-0.175
4,-0.175
4.05,-0.175
4.1,-0.175
4.15,-0.175
4.2,-0.175
4.25,-0.175
4.3,-0.175
4.35,-0.175
4.4,-0.175
4.45,-0.175
4.5,-0.233
4.55,-0.233
4.6,-0.233
4.65,-0.233
4.7,-0.233
4.75,-0.233
4.8,-0.233
4.85,-0.233
