Auto,Run #2
Time (s),Angular Velocity (rad/s)
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,-0.145
1.96,-0.291
1.98,-0.291
2,-0.145
2.02,-0.145
2.04,-0.291
2.06,-0.291
2.08,-0.291
2.1,-0.436
2.12,-0.582
2.14,-0.582
2.16,-0.582
2.18,-0.727
2.2,-0.727
2.22,-0.582
2.24,-0.582
2.26,-0.727
2.28,-0.873
2.3,-1.018
2.32,-1.164
2.34,-1.164
2.36,-1.164
2.38,-1.164
2.4,-1.164
2.42,-1.164
2.44,-1.164
2.46,-1.309
2.48,-1.454
2.5,-1.454
2.52,-1.454
2.54,-1.454
2.56,-1.454
2.58,-1.454
2.6,-1.454
2.62,-1.6
2.64,-1.745
2.66,-1.745
2.68,-1.745
2.7,-1.745
2.72,-1.745
2.74,-1.745
2.76,-1.745
2.78,-1.745
2.8,-1.745
2.82,-1.891
2.84,-2.036
2.86,-2.036
2.88,-1.891
2.9,-1.891
2.92,-2.036
2.94,-2.182
2.96,-2.182
2.98,-2.182
3,-2.182
3.02,-2.182
3.04,-2.327
3.06,-2.327
3.08,-2.327
3.1,-2.182
3.12,-2.182
3.14,-2.327
3.16,-2.473
3.18,-2.473
3.2,-2.327
3.22,-2.327
3.24,-2.327
3.26,-2.327
3.28,-2.327
3.3,-2.473
3.32,-2.618
3.34,-2.473
3.36,-2.327
3.38,-2.327
3.4,-2.473
3.42,-2.618
3.44,-2.473
3.46,-2.327
3.48,-2.327
3.5,-2.473
3.52,-2.618
3.54,-2.618
3.56,-2.618
3.58,-2.618
3.6,-2.618
3.62,-2.618
3.64,-2.618
3.66,-2.618
3.68,-2.618
3.7,-2.618
3.72,-2.618
3.74,-2.618
3.76,-2.618
3.78,-2.618
3.8,-2.618
3.82,-2.618
3.84,-2.618
3.86,-2.618
3.88,-2.618
3.9,-2.618
3.92,-2.618
3.94,-2.618
3.96,-2.618
3.98,-2.618
4,-2.618
4.02,-2.763
4.04,-2.909
4.06,-2.909
4.08,-2.763
4.1,-2.618
4.12,-2.618
4.14,-2.763
4.16,-2.909
4.18,-2.909
4.2,-2.763
4.22,-2.763
4.24,-2.909
4.26,-2.909
4.28,-2.763
4.3,-2.763
4.32,-2.909
4.34,-2.909
4.36,-2.909
4.38,-2.909
4.4,-3.054
4.42,-3.054
4.44,-3.054
4.46,-3.054
4.48,-3.054
4.5,-3.054
4.52,-3.054
4.54,-3.2
4.56,-3.2
4.58,-3.2
4.6,-3.054
4.62,-3.054
4.64,-3.054
4.66,-3.054
4.68,-3.2
4.7,-3.2
4.72,-3.2
4.74,-3.2
4.76,-3.345
4.78,-3.345
4.8,-3.2
4.82,-3.2
4.84,-3.345
4.86,-3.491
4.88,-3.345
4.9,-3.2
4.92,-3.2
4.94,-3.345
4.96,-3.491
4.98,-3.491
5,-3.491
5.02,-3.491
5.04,-3.491
5.06,-3.491
5.08,-3.491
5.1,-3.491
5.12,-3.491
5.14,-3.491
5.16,-3.491
5.18,-3.491
5.2,-3.491
5.22,-3.491
5.24,-3.491
5.26,-3.491
5.28,-3.345
5.3,-3.2
5.32,-3.2
5.34,-3.345
5.36,-3.491
5.38,-3.491
5.4,-3.491
5.42,-3.491
5.44,-3.491
5.46,-3.491
5.48,-3.345
5.5,-3.2
5.52,-3.2
5.54,-3.345
5.56,-3.491
5.58,-3.491
5.6,-3.491
5.62,-3.491
5.64,-3.345
5.66,-3.2
5.68,-3.2
5.7,-3.345
5.72,-3.345
5.74,-3.2
5.76,-3.2
5.78,-3.345
5.8,-3.491
5.82,-3.345
5.84,-3.2
5.86,-3.2
5.88,-3.345
5.9,-3.345
5.92,-3.2
5.94,-3.2
5.96,-3.345
5.98,-3.345
6,-3.2
6.02,-3.2
6.04,-3.2
6.06,-3.2
6.08,-3.2
6.1,-3.2
6.12,-3.2
6.14,-3.2
6.16,-3.345
6.18,-3.345
6.2,-3.2
6.22,-3.2
6.24,-3.345
6.26,-3.345
6.28,-3.2
6.3,-3.2
6.32,-3.345
6.34,-3.345
6.36,-3.2
6.38,-3.2
6.4,-3.2
6.42,-3.2
6.44,-3.2
6.46,-3.345
6.48,-3.345
6.5,-3.2
6.52,-3.2
6.54,-3.345
6.56,-3.491
6.58,-3.491
6.6,-3.491
6.62,-3.491
6.64,-3.345
6.66,-3.2
6.68,-3.2
6.7,-3.345
6.72,-3.491
6.74,-3.491
6.76,-3.491
6.78,-3.491
6.8,-3.636
6.82,-3.782
6.84,-3.782
6.86,-3.782
6.88,-3.782
6.9,-3.927
6.92,-3.927
6.94,-3.927
6.96,-4.072
6.98,-4.072
7,-4.072
7.02,-4.072
7.04,-4.218
7.06,-4.363
