Auto,Run #1
Time (s),Angular Velocity (rad/s)
0.05,0
0.1,0
0.15,0
0.2,0
0.25,-0.058
0.3,-0.116
0.35,-0.116
0.4,-0.058
0.45,-0.058
0.5,-0.116
0.55,-0.116
0.6,-0.058
0.65,0
0.7,0
0.75,0
0.8,0
0.85,0
0.9,0.058
0.95,0.116
1,0.116
1.05,0.058
1.1,0
1.15,0
1.2,0.058
1.25,0.116
1.3,0.116
1.35,0
1.4,-0.116
1.45,-0.116
1.5,-0.058
1.55,0
1.6,0
1.65,-0.058
1.7,-0.116
1.75,-0.116
1.8,-0.058
1.85,0
1.9,0
1.95,0
2,0
2.05,0.058
2.1,0.116
2.15,0.116
2.2,0.058
2.25,0
2.3,0
2.35,0
2.4,0
2.45,0
2.5,0
2.55,0
2.6,0
2.65,0
2.7,0
2.75,0
2.8,0
2.85,-0.058
2.9,-0.116
2.95,-0.116
3,-0.058
3.05,0
3.1,0
3.15,0.058
3.2,0.116
3.25,0.116
3.3,0.116
3.35,0.116
3.4,0.116
3.45,0.116
3.5,0.116
3.55,0.116
3.6,0
3.65,-0.116
3.7,-0.175
3.75,-0.175
3.8,-0.116
3.85,-0.058
3.9,0.233
3.95,1.222
4,2.851
4.05,4.072
4.1,3.898
4.15,2.676
4.2,1.513
4.25,0.814
4.3,0.349
4.35,-0.058
4.4,-0.291
4.45,-0.349
4.5,-0.349
4.55,-0.349
4.6,-0.349
4.65,-0.291
4.7,-0.175
4.75,-0.116
4.8,-0.116
4.85,-0.116
4.9,-0.058
4.95,0
5,0.058
5.05,0.116
5.1,0.175
5.15,0.175
5.2,0.175
5.25,0.175
5.3,0.116
5.35,0.116
5.4,0.116
5.45,0.116
5.5,0.058
5.55,0
5.6,0
5.65,-0.058
5.7,-0.116
5.75,-0.116
5.8,-0.116
5.85,-0.116
5.9,-0.116
5.95,-0.058
6,-0.058
6.05,-0.116
6.1,-0.116
6.15,-0.058
6.2,0.058
6.25,0.116
6.3,0.116
6.35,0.058
6.4,0.058
6.45,0.116
6.5,0.116
6.55,0.058
6.6,0
6.65,0
6.7,0
6.75,0
6.8,0
6.85,0
6.9,0
6.95,0
7,-0.058
7.05,-0.116
7.1,-0.116
7.15,-0.058
7.2,0
7.25,0
7.3,0
7.35,0
7.4,0
7.45,0
7.5,0
7.55,0
7.6,0.058
7.65,0.116
7.7,0.116
7.75,0.058
7.8,0
7.85,0
7.9,0
7.95,0
8,0
8.05,0
8.1,0
8.15,0
8.2,-0.058
8.25,-0.116
8.3,-0.116
8.35,-0.058
8.4,0
8.45,0
8.5,0
8.55,0
8.6,0
8.65,0
8.7,0
8.75,0
8.8,0.058
8.85,0.116
8.9,0.116
8.95,0.058
9,0
9.05,0
9.1,0
9.15,0
9.2,0
9.25,0
9.3,0
9.35,0
9.4,-0.058
9.45,-0.116
9.5,-0.116
9.55,-0.058
9.6,0
9.65,0
9.7,0
9.75,0
9.8,0
9.85,0
9.9,0
9.95,0
10,0.058
10.05,0.116
10.1,0.116
10.15,0.058
10.2,0
10.25,0
10.3,0
10.35,0
10.4,0
10.45,0
10.5,0
10.55,-0.058
10.6,-0.116
10.65,-0.116
10.7,-0.058
10.75,0
10.8,0
10.85,0
10.9,0
10.95,0
11,0
11.05,0
11.1,0
11.15,0.058
11.2,0.116
11.25,0.116
11.3,0.058
11.35,0
11.4,0
11.45,0
11.5,0
11.55,0
11.6,0
11.65,0
11.7,0
11.75,-0.058
11.8,-0.116
11.85,-0.116
11.9,-0.058
11.95,0
12,0
12.05,0
12.1,0
12.15,0
12.2,0
12.25,0
12.3,0.058
12.35,0.116
12.4,0.116
12.45,0.058
12.5,0
12.55,0
12.6,0
12.65,0
12.7,0
12.75,0
12.8,0
12.85,0
12.9,-0.058
12.95,-0.116
13,-0.116
13.05,-0.058
13.1,0
13.15,0
13.2,0
13.25,0
13.3,0
13.35,0
13.4,0
13.45,0.058
13.5,0.116
13.55,0.116
13.6,0.175
13.65,0.698
13.7,1.804
13.75,2.909
13.8,3.549
13.85,3.665
13.9,3.607
13.95,3.607
14,3.607
14.05,3.607
14.1,3.491
14.15,3.374
14.2,3.374
14.25,3.374
14.3,3.316
14.35,3.2
14.4,3.142
14.45,3.142
14.5,3.083
14.55,3.025
14.6,2.967
14.65,2.909
14.7,2.851
14.75,2.793
14.8,2.734
14.85,2.676
14.9,2.618
14.95,2.56
15,2.502
15.05,2.443
15.1,2.443
15.15,2.443
15.2,2.385
15.25,2.269
15.3,2.211
15.35,2.211
15.4,2.211
15.45,1.978
15.5,1.396
15.55,0.698
15.6,0.116
15.65,-0.175
15.7,-0.291
15.75,-0.349
15.8,-0.349
15.85,-0.291
15.9,-0.233
15.95,-0.233
16,-0.233
16.05,-0.175
16.1,-0.058
16.15,0
16.2,0
16.25,0.058
16.3,0.116
16.35,0.175
16.4,0.175
16.45,0.175
16.5,0.233
16.55,0.233
16.6,0.175
16.65,0.116
16.7,0.116
16.75,0.116
16.8,0.058
16.85,0
16.9,0
16.95,-0.058
17,-0.116
17.05,-0.116
17.1,-0.116
17.15,-0.116
17.2,-0.116
17.25,-0.116
17.3,-0.116
17.35,-0.116
17.4,-0.058
17.45,0
17.5,0
17.55,0
17.6,0.058
17.65,0.116
17.7,0.116
17.75,0.116
17.8,0.116
17.85,0.116
17.9,0.058
17.95,0
18,0
18.05,0
18.1,0
18.15,0
18.2,0
