Date,Time,Elapsed Seconds,Acceleration-X (g),Acceleration-Y (g),Acceleration-Z (g)
1/20/2020,2:45:46 PM,0.00,0.6,-0.95,1.02
1/20/2020,2:45:46 PM,0.05,0.6,-0.95,1.02
1/20/2020,2:45:46 PM,0.10,0.6,-0.95,1.02
1/20/2020,2:45:46 PM,0.15,0.6,-0.95,1.02
1/20/2020,2:45:46 PM,0.20,0.6,-0.94,1.02
1/20/2020,2:45:46 PM,0.25,0.59,-0.94,1.01
1/20/2020,2:45:46 PM,0.30,0.59,-0.94,1.01
1/20/2020,2:45:46 PM,0.35,0.59,-0.94,1.01
1/20/2020,2:45:46 PM,0.40,0.59,-0.95,1.02
1/20/2020,2:45:46 PM,0.45,0.59,-0.95,1.02
1/20/2020,2:45:46 PM,0.50,0.59,-0.95,1.02
1/20/2020,2:45:46 PM,0.55,0.59,-0.95,1.02
1/20/2020,2:45:46 PM,0.60,0.59,-0.95,1.02
1/20/2020,2:45:46 PM,0.65,0.59,-0.95,1.02
1/20/2020,2:45:46 PM,0.70,0.6,-0.96,1.02
1/20/2020,2:45:46 PM,0.75,0.6,-0.95,1.02
1/20/2020,2:45:46 PM,0.80,0.6,-0.95,1.02
1/20/2020,2:45:46 PM,0.85,0.6,-0.95,1.01
1/20/2020,2:45:47 PM,0.90,0.6,-0.95,1.01
1/20/2020,2:45:47 PM,0.95,0.6,-0.94,1.01
1/20/2020,2:45:47 PM,1.00,0.59,-0.94,1.02
1/20/2020,2:45:47 PM,1.05,0.59,-0.94,1.02
1/20/2020,2:45:47 PM,1.10,0.59,-0.94,1.02
1/20/2020,2:45:47 PM,1.15,0.59,-0.95,1.02
1/20/2020,2:45:47 PM,1.20,0.59,-0.95,1.02
1/20/2020,2:45:47 PM,1.25,0.59,-0.95,1.02
1/20/2020,2:45:47 PM,1.30,0.59,-0.95,1.02
1/20/2020,2:45:47 PM,1.35,0.59,-0.95,1.02
1/20/2020,2:45:47 PM,1.40,0.59,-0.95,1.01
1/20/2020,2:45:47 PM,1.45,0.6,-0.96,1.01
1/20/2020,2:45:47 PM,1.50,0.6,-0.95,1.02
