0;0.004990;-0.005142;-0.985947
1;0.006348;-0.004700;-0.987274
2;0.005020;-0.006424;-0.989258
3;0.005493;-0.006088;-0.987305
4;0.005890;-0.006424;-0.986618
5;0.005920;-0.005707;-0.987320
6;0.006470;-0.006134;-0.986588
7;0.006760;-0.006119;-0.987930
8;0.005310;-0.005463;-0.987259
9;0.006012;-0.005051;-0.986694
10;0.005234;-0.005569;-0.988800
11;0.006180;-0.005783;-0.987396
12;0.006775;-0.005920;-0.986221
13;0.005859;-0.006592;-0.987610
14;0.005081;-0.005936;-0.987091
15;0.006866;-0.006516;-0.986969
16;0.005173;-0.004791;-0.987717
17;0.004822;-0.005539;-0.986679
18;0.006287;-0.006210;-0.987991
19;0.005219;-0.006042;-0.987473
20;0.005722;-0.006485;-0.986008
21;0.085938;-0.388519;-0.987579
22;-0.059875;-0.714813;-0.986969
23;-0.109756;-0.933380;-0.984955
24;-0.067383;-0.736694;-0.982986
25;-0.134583;-0.425934;-0.986252
26;-0.007080;0.183060;-0.992538
27;0.053177;0.432419;-0.987396
28;0.023544;0.614273;-0.988235
29;0.203796;0.605591;-0.988144
30;0.204208;0.510513;-0.990005
31;0.076630;0.339981;-0.987457
32;0.007233;0.313614;-0.986496
33;-0.007187;0.120102;-0.987610
34;0.007339;0.022568;-0.988007
35;0.004547;-0.005539;-0.985825
36;-0.014008;-0.004471;-0.987534
37;-0.016144;-0.006271;-0.987640
38;-0.119446;-0.042938;-0.986481
39;-0.340927;-0.020584;-0.985107
40;-0.573151;-0.049255;-0.985733
41;-0.704224;0.075027;-0.984756
42;-0.653976;0.011398;-0.982208
43;-0.189102;0.097534;-0.986526
44;0.280243;0.022263;-0.986847
45;0.826706;0.007843;-0.990402
46;1.829468;0.071350;-0.984344
47;0.264297;0.004105;-0.988464
48;0.037491;0.033951;-0.993088
49;0.028564;0.008682;-0.982391
50;0.003967;-0.006302;-0.986496
51;0.017471;0.005310;-0.986374
52;-0.000183;0.027618;-0.989029
53;0.024323;0.022888;-0.988525
54;0.087799;0.053787;-0.985535
55;0.183441;0.078842;-0.985413
56;0.236572;0.232361;-0.991211
57;0.678253;0.462906;-0.991150
58;0.741943;0.300903;-0.988892
59;0.462158;0.257309;-0.987595
60;-0.038193;0.113327;-0.987289
61;-0.270279;-0.358658;-0.975357
62;-0.711868;-0.303726;-0.987640
63;-0.433243;-0.264740;-0.986893
64;-0.349426;-0.175888;-0.986664
65;-0.330032;-0.178757;-0.987122
66;-0.186401;-0.124054;-0.984848
67;-0.081039;-0.081635;-0.986389
68;0.006531;-0.005814;-0.987747
69;0.005753;-0.005066;-0.986053
70;-0.040512;-0.034729;-0.986938
71;-0.058044;0.033371;-0.987488
72;-0.124359;0.011948;-0.987076
73;-0.302170;0.088776;-0.988754
74;-0.384308;0.061829;-0.985992
75;-0.686081;-0.095856;-0.987869
76;-0.524872;0.010727;-0.983353
77;-0.198776;0.023697;-0.988922
78;0.292557;-0.141846;-0.990021
79;0.716675;-0.027756;-0.990616
80;0.459076;0.001892;-0.987228
81;0.476044;0.010025;-0.988205
82;0.423019;0.016495;-0.989151
83;0.107361;0.058197;-0.987137
84;0.027878;-0.029907;-0.987762
85;0.030045;0.015244;-0.989014
86;0.004074;0.007568;-0.983307
87;0.004669;-0.005142;-0.987213
88;0.004410;-0.005844;-0.990051
89;0.004333;-0.005768;-0.984283
90;0.005051;-0.005646;-0.985962
91;0.003922;-0.004974;-0.988358
92;0.004852;-0.006104;-0.985367
93;0.004639;-0.006134;-0.988037
94;0.004089;-0.005920;-0.986862
95;0.004654;-0.005402;-0.984726
96;0.004807;-0.004562;-0.988602
97;0.003571;-0.004272;-0.987595
98;0.005096;-0.005035;-0.985977
99;0.005539;-0.005630;-0.989807
100;0.004959;-0.004837;-0.986359
101;0.005035;-0.005173;-0.986435
102;0.004822;-0.005463;-0.992325
103;0.003799;-0.005249;-0.982285
