index;x;y;z
0;0.006699;-0.005463;-0.986862
1;0.007706;-0.005524;-0.987091
2;0.007019;-0.004807;-0.988113
3;0.006943;-0.004242;-0.988205
4;0.006409;-0.004913;-0.987671
5;0.006851;-0.005478;-0.986206
6;0.007950;-0.004425;-0.986404
7;0.007111;-0.004822;-0.986404
8;0.007309;-0.005035;-0.987427
9;0.007050;-0.005707;-0.986923
10;0.164200;0.099564;-0.985931
11;-0.060104;0.173431;-0.987076
12;-0.460541;0.405563;-0.989838
13;-0.224228;0.654938;-0.984406
14;-0.272659;0.491562;-0.986572
15;-0.392853;0.537109;-0.995316
16;-0.252853;0.314880;-0.987991
17;-0.194382;-0.019974;-0.973282
18;-0.002747;-0.319519;-0.982819
19;0.387253;-0.467941;-0.992645
20;0.531921;-0.552002;-0.991653
21;0.413055;-0.484100;-0.981049
22;0.255203;-0.364960;-0.991119
23;0.206253;-0.208740;-0.984573
24;0.171371;-0.202621;-0.987839
25;0.009323;-0.068695;-0.983994
26;-0.003082;-0.254486;-0.985199
27;-0.076248;-0.583084;-0.992218
28;-0.194016;-0.864838;-0.982910
29;-0.231720;-0.940384;-0.985748
30;-0.263382;-0.409378;-0.981628
31;-0.013123;0.084366;-0.971436
32;0.074387;0.446075;-0.982269
33;0.280319;0.802032;-0.996475
34;0.331024;0.712906;-0.989395
35;0.151779;0.516510;-0.992188
36;-0.006973;0.322617;-0.987061
37;-0.091965;0.249481;-0.987793
38;-0.043549;0.047699;-0.987381
39;0.134445;0.191437;-0.988083
40;0.183182;0.291855;-0.990295
41;0.405045;0.455872;-0.991547
42;0.552261;0.416443;-0.988922
43;0.655945;0.542023;-0.988724
44;0.662323;0.440155;-0.984314
45;0.191010;0.025497;-0.987411
46;-0.381119;-0.296921;-0.991104
47;-0.754608;-0.350708;-0.994461
48;-0.642242;-0.373093;-0.987396
49;-0.352142;-0.258682;-0.985382
50;-0.229218;-0.265106;-0.985077
51;-0.245285;-0.190109;-0.986389
52;-0.189148;-0.118103;-0.986374
53;-0.112106;-0.095886;-0.981308
54;-0.014816;-0.056122;-0.982132
55;-0.024139;-0.066757;-0.990707
56;0.006927;-0.005936;-0.986237
57;0.005630;-0.005127;-0.983490
58;0.007492;-0.005722;-0.986237
59;0.005234;-0.005753;-0.987854
60;0.008102;-0.005905;-0.988358
61;0.006805;-0.006775;-0.985748
62;0.007584;-0.006134;-0.986145
63;0.006927;-0.005905;-0.988800
64;0.008011;-0.005966;-0.987762
65;0.007843;-0.005890;-0.985977
66;0.006821;-0.005508;-0.986633
67;0.006821;-0.006119;-0.988556
68;0.007324;-0.006042;-0.988098
69;0.006729;-0.005630;-0.987305
70;0.008179;-0.007675;-0.997513
71;0.005859;-0.006454;-0.980988
