index;x;y;z
0;0.006454;-0.004105;-0.984909
1;0.006607;-0.003479;-0.987335
2;0.007278;-0.005081;-0.986572
3;0.006836;-0.005386;-0.985489
4;0.006287;-0.004486;-0.986923
5;0.006027;-0.004578;-0.987228
6;0.006775;-0.004486;-0.987274
7;0.007599;-0.005447;-0.986572
8;0.006638;-0.004608;-0.986206
9;0.006485;-0.004532;-0.985672
10;0.007172;-0.005356;-0.987610
11;0.007080;-0.004318;-0.986847
12;0.007080;-0.004715;-0.986588
13;0.234665;0.012817;-0.984818
14;-0.198196;0.186218;-0.985870
15;-0.134171;0.721863;-0.995041
16;-0.129074;0.700287;-0.987030
17;-0.254410;0.554810;-0.985458
18;-0.164459;0.516953;-0.994949
19;0.012573;0.225906;-0.990631
20;0.057083;-0.152313;-0.983032
21;0.187943;-0.396805;-0.986679
22;0.180679;-0.547943;-0.990280
23;0.087784;-0.612427;-0.986862
24;0.031021;-0.515625;-0.985931
25;0.023972;-0.377884;-0.985275
26;0.088669;-0.324249;-0.988892
27;-0.039398;-0.327377;-0.986511
28;-0.093170;-0.466614;-0.983597
29;-0.256454;-0.749008;-0.986252
30;-0.227203;-0.922974;-0.977905
31;-0.412079;-0.527313;-0.999390
32;0.013977;-0.140335;-0.973557
33;0.046112;0.290634;-0.979782
34;0.176636;0.582001;-0.992676
35;0.275482;0.602554;-0.983017
36;0.281448;0.585007;-0.984909
37;0.342682;0.501068;-0.988800
38;0.068253;0.290207;-0.989395
39;0.124313;0.143051;-0.984711
40;-0.009949;0.000656;-0.988235
41;0.006012;-0.005402;-0.991074
42;0.005112;-0.005081;-0.985626
43;0.004684;-0.005112;-0.986023
44;0.005203;-0.005310;-0.987366
45;0.004852;-0.005417;-0.988007
46;0.004974;-0.005188;-0.986328
47;0.004669;-0.004974;-0.988419
48;0.004623;-0.004791;-0.986465
49;0.004990;-0.003479;-0.987213
50;0.004990;-0.005798;-0.989319
51;0.005905;-0.005478;-0.985306
52;0.004425;-0.004608;-0.983383
53;0.005402;-0.005524;-0.994263
54;-0.001953;-0.004990;-0.985550
