index;x;y;z
0;0.010086;-0.006546;-0.989807
1;0.008987;-0.006866;-0.989319
2;0.009628;-0.006226;-0.988953
3;0.009262;-0.007278;-0.990738
4;0.008850;-0.006500;-0.989151
5;0.009705;-0.006668;-0.988647
6;0.009521;-0.005905;-0.990295
7;0.009140;-0.006439;-0.989151
8;0.010269;-0.006470;-0.989700
9;0.008743;-0.006866;-0.988678
10;0.009491;-0.005203;-0.988083
11;0.008987;-0.005707;-0.988251
12;0.009048;-0.006607;-0.988373
13;0.011154;-0.006714;-0.990356
14;0.009705;-0.000443;-0.980148
15;0.008987;-0.004227;-0.986130
16;0.046921;-0.027695;-0.972382
17;-0.008728;0.003967;-0.991272
18;0.089310;-0.207794;-0.976547
19;0.095810;-0.398010;-0.987625
20;0.096817;-0.401352;-0.988892
21;-0.046097;-0.537811;-0.986755
22;-0.447723;-0.599960;-0.983582
23;-0.751007;0.031601;-0.994659
24;-0.581360;0.872086;-0.996185
25;-0.172668;1.065735;-0.990112
26;0.471329;0.790985;-0.993484
27;0.401535;0.393021;-0.991379
28;0.821609;0.199585;-0.992416
29;0.810089;-0.129486;-0.992599
30;0.297073;-0.275818;-0.984802
31;-0.155685;-0.306702;-0.988953
32;-0.484161;-0.144913;-0.991577
33;-0.523712;-0.118011;-1.007751
34;-0.075409;-0.064835;-0.992004
35;-0.505844;-0.031845;-1.010696
36;-0.420959;0.024216;-0.993027
37;-0.164536;0.358124;-0.989288
38;0.194641;0.518036;-0.989548
39;0.543671;0.413498;-0.986328
40;0.871155;0.115585;-0.988907
41;0.778931;-0.487320;-0.994537
42;0.562149;-0.518112;-0.986755
43;-0.117722;-0.435089;-0.989227
44;-0.584305;-0.039200;-0.989761
45;-0.425842;0.130539;-0.985916
46;-0.483459;0.036102;-0.987823
47;-0.131546;0.304947;-0.986694
48;0.041458;-0.104004;-0.987091
49;0.010071;-0.008224;-0.987869
50;0.008835;-0.006256;-0.988586
51;0.009521;-0.007324;-0.988281
52;0.009857;-0.007370;-0.988525
53;0.010712;-0.006607;-0.987534
54;0.009155;-0.006851;-0.988678
55;0.010132;-0.006470;-0.988113
56;0.007217;-0.004730;-0.986923
