index;x;y;z
0;0.006500;-0.004257;-0.987015
1;0.006226;-0.004929;-0.986481
2;0.005890;-0.004990;-0.986801
3;0.007202;-0.003860;-0.987915
4;0.005600;-0.004593;-0.987442
5;0.006104;-0.004150;-0.986084
6;0.006210;-0.004730;-0.986526
7;0.006561;-0.004120;-0.988022
8;0.006271;-0.004761;-0.986801
9;0.006714;-0.005417;-0.986908
10;0.006729;-0.005295;-0.986740
11;0.006027;-0.005035;-0.986023
12;0.006516;-0.006760;-0.993683
13;0.183731;0.107773;-0.991348
14;0.012970;0.089096;-0.988297
15;-0.061523;0.081009;-0.985504
16;-0.009201;0.230682;-0.990067
17;0.028763;0.187057;-0.988449
18;-0.080551;0.295547;-0.985245
19;-0.054230;0.294052;-0.987793
20;-0.053207;0.315063;-0.989838
21;-0.149200;0.198502;-0.991531
22;-0.127991;0.277161;-0.990494
23;-0.121063;0.013428;-0.988724
24;-0.157059;-0.065125;-0.985825
25;-0.288361;-0.044739;-0.987442
26;-0.306137;-0.298782;-0.982239
27;-0.278641;-0.350784;-0.980881
28;-0.096359;-0.492493;-0.989410
29;-0.108383;-0.414795;-0.980133
30;0.078659;-0.353165;-0.983994
31;0.084976;-0.287949;-0.989136
32;0.158401;-0.246979;-0.984268
33;0.257141;-0.295486;-0.993896
34;0.272171;-0.276810;-0.984192
35;0.414337;-0.314453;-0.986465
36;0.160126;-0.370987;-0.985748
37;0.216263;-0.335373;-0.983307
38;0.069290;-0.329285;-0.983505
39;0.115265;-0.395203;-0.983459
40;0.091125;-0.194687;-0.992508
41;0.066452;0.081177;-0.991287
42;-0.067810;0.613922;-0.978775
43;0.277222;0.819443;-0.992569
44;0.068832;0.671982;-0.985565
45;-0.254440;0.554092;-0.987244
46;-0.079758;0.075058;-0.987579
47;-0.015121;0.021255;-0.990250
48;0.009064;-0.011078;-0.985504
49;0.039612;-0.045609;-0.994507
50;0.039871;-0.029968;-0.991913
51;0.003998;-0.006699;-0.984787
52;0.004837;-0.004074;-0.987091
53;0.005295;-0.004486;-0.986542
54;0.006149;-0.005737;-0.986633
55;0.004868;-0.004547;-0.990707
56;0.004623;-0.005356;-0.985611
57;0.004456;-0.004593;-0.985428
58;0.004822;-0.005325;-0.990036
59;0.005142;-0.005203;-0.988037
60;0.005096;-0.004288;-0.986145
61;0.004349;-0.005341;-0.987167
62;0.004700;-0.004227;-0.982788
63;0.005066;-0.005875;-0.988968
