index;x;y;z
0;0.006470;-0.006302;-0.987488
1;0.006760;-0.005447;-0.986191
2;0.005890;-0.005981;-0.986053
3;0.006058;-0.005722;-0.985245
4;0.005814;-0.005981;-0.984848
5;0.006241;-0.005249;-0.985321
6;0.005646;-0.005371;-0.986206
7;0.005585;-0.005234;-0.984482
8;0.006104;-0.005447;-0.985397
9;0.006744;-0.005997;-0.986710
10;0.007080;-0.005356;-0.984726
11;0.006210;-0.005981;-0.986435
12;0.005524;-0.005920;-0.986588
13;0.006378;-0.004349;-0.985519
14;-0.045349;0.010513;-0.985611
15;0.295319;0.547562;-0.972427
16;0.110321;0.898468;-0.996674
17;0.094879;0.646881;-0.984543
18;0.092819;0.636230;-0.983856
19;-0.005295;0.050018;-0.999908
20;-0.056107;0.034531;-0.981293
21;-0.021240;-0.408356;-0.973648
22;0.144775;-0.519760;-0.986359
23;0.082092;-0.384125;-0.980988
24;0.006378;-0.470367;-0.990631
25;-0.165695;-0.479279;-0.986496
26;-0.109543;-0.428497;-0.989044
27;0.038422;-0.101242;-0.982208
28;-0.038315;-0.636337;-0.988373
29;0.023666;-0.418518;-0.981506
30;-0.066910;-0.588791;-0.988968
31;-0.057831;-0.533478;-0.990326
32;-0.089874;-0.239044;-0.976120
33;-0.000198;0.223846;-0.979706
34;0.111572;0.657257;-0.979370
35;0.066971;0.418732;-0.991104
36;-0.062958;0.364883;-0.984909
37;-0.042816;0.435898;-0.986740
38;0.023254;0.284012;-0.987976
39;-0.133316;0.134033;-0.984726
40;-0.438583;0.168747;-0.990189
41;-0.903763;0.234421;-0.986481
42;-1.097565;0.145477;-0.984146
43;-0.251709;-0.093872;-0.986298
44;0.627777;0.070312;-0.978668
45;1.006317;-0.105331;-0.992676
46;0.767807;-0.081894;-0.986252
47;0.658585;-0.191010;-0.986969
48;0.127502;-0.083267;-0.985519
49;0.173080;-0.065948;-0.988098
50;0.027908;-0.254913;-0.986496
51;-0.005554;-0.621658;-0.986679
52;-0.054901;-0.686020;-0.992371
53;-0.125565;-0.782074;-0.981293
54;-0.255188;-0.506516;-0.983978
55;0.159042;0.516037;-0.987152
56;0.081635;0.889755;-0.985855
57;0.088531;0.589478;-0.989899
58;-0.046310;0.590790;-0.986633
59;0.069168;0.239365;-0.987152
60;-0.033615;0.620926;-0.984238
61;-0.000153;0.809448;-0.988663
62;0.217361;0.904495;-0.992599
63;0.216354;0.706467;-0.988815
64;-0.070648;0.591019;-0.983932
65;-0.058777;0.122284;-0.993484
66;0.008072;-0.544983;-0.985977
67;-0.047318;-1.106506;-0.993668
68;0.023117;-0.957199;-0.984711
69;0.014221;-0.583023;-0.984161
70;0.009644;-0.420380;-0.985687
71;0.094818;-0.264038;-0.990021
72;0.007812;-0.008148;-0.991608
73;-0.016357;0.019104;-0.980667
74;-0.000061;-0.045715;-0.994370
75;0.002518;-0.010361;-0.987213
76;0.004486;-0.006012;-0.985245
77;0.005585;-0.006546;-0.987305
78;0.004761;-0.005753;-0.986755
79;0.004578;-0.005905;-0.987762
80;0.005081;-0.006058;-0.987030
81;0.005035;-0.005814;-0.986420
82;0.004807;-0.006226;-0.984116
83;0.005600;-0.006348;-0.989044
84;0.004822;-0.006592;-0.987778
85;0.005264;-0.006546;-0.984085
86;-0.000610;-0.064301;-0.987595
87;0.000809;0.043396;-0.985184
