index;x;y;z
0;0.005066;-0.003067;-0.980576
1;0.007034;-0.005264;-0.988708
2;0.006073;-0.005478;-0.982788
3;0.005386;-0.004227;-0.985840
4;0.006088;-0.004562;-0.987534
5;0.005219;-0.005264;-0.983307
6;0.004898;-0.005127;-0.985901
7;0.006363;-0.004807;-0.987869
8;0.005447;-0.004700;-0.984100
9;0.005234;-0.004471;-0.984894
10;0.005676;-0.005203;-0.987579
11;0.006348;-0.005051;-0.986710
12;0.005997;-0.004944;-0.984848
13;0.005264;-0.006119;-0.985779
14;0.006622;-0.005066;-0.986298
15;0.005081;-0.004776;-0.986160
16;0.006042;-0.005951;-0.986160
17;0.005844;-0.005005;-0.985825
18;0.006210;-0.005630;-0.984467
19;0.005646;-0.005569;-0.986816
20;0.006393;-0.004730;-0.985992
21;0.004623;-0.005096;-0.984650
22;-0.423325;-0.013000;-0.988770
23;-0.539886;0.019180;-0.984726
24;-1.373932;0.131363;-0.983612
25;-0.907730;0.041580;-0.980133
26;0.110962;0.111588;-0.988220
27;1.353180;0.181839;-0.993973
28;1.127274;-0.149033;-0.988113
29;0.643387;-0.053360;-0.985794
30;0.072830;0.005478;-0.986252
31;0.003036;-0.004471;-0.985565
32;0.005463;-0.005859;-0.986481
33;0.005127;-0.002869;-0.985916
34;-0.042038;0.068359;-0.985352
35;-0.124298;0.268707;-0.986420
36;-0.099060;0.469360;-0.985397
37;-0.068741;0.745193;-0.987289
38;0.026672;0.525574;-0.983170
39;0.093689;0.372620;-0.988205
40;0.265976;0.272583;-1.007965
41;0.267227;-0.028778;-0.999466
42;0.426300;-0.216614;-0.986084
43;0.354019;-0.387161;-0.988724
44;0.271088;-0.495590;-0.987732
45;0.168884;-0.464157;-0.986725
46;0.105881;-0.554916;-0.984024
47;-0.062546;-0.506546;-0.992172
48;-0.055237;-0.613373;-0.981628
49;-0.139633;-0.622955;-0.982605
50;-0.417908;-0.584366;-0.989227
51;-0.557281;-0.439682;-0.981812
52;-0.404404;-0.248154;-0.982849
53;-0.312271;0.059570;-0.987350
54;0.085617;0.258057;-0.985794
55;0.148666;0.504211;-0.988327
56;0.141556;0.461151;-0.993515
57;0.042587;0.439774;-0.984131
58;0.089050;0.451859;-0.989120
59;-0.045822;0.229080;-0.978668
60;0.004181;0.004776;-0.984268
61;0.005829;-0.005524;-0.985718
62;0.005295;-0.005890;-0.986954
63;0.006516;-0.005798;-0.985382
64;0.003830;-0.004303;-0.986099
65;0.006485;-0.005432;-0.987122
66;0.005859;-0.005676;-0.985153
67;0.006256;-0.005783;-0.986069
68;0.005569;-0.005249;-0.986832
69;0.005768;-0.005035;-0.984772
70;0.005219;-0.006607;-0.988113
71;0.005157;-0.005295;-0.983963
72;0.005493;-0.005997;-0.986038
73;0.006134;-0.005508;-0.985474
74;0.005203;-0.005539;-0.986954
75;0.004547;-0.005325;-0.985123
76;0.004730;-0.002151;-0.976898
77;0.005737;-0.008408;-0.993530
