index;x;y;z
0;0.006744;-0.004990;-0.985825
1;0.006012;-0.005524;-0.991776
2;0.006516;-0.004990;-0.986511
3;0.006897;-0.005692;-0.987900
4;0.006729;-0.005173;-0.990509
5;0.005692;-0.005142;-0.987762
6;0.006592;-0.005463;-0.988129
7;0.006683;-0.005402;-0.990280
8;0.006500;-0.004990;-0.988586
9;0.005630;-0.005081;-0.987961
10;0.005951;-0.005417;-0.989075
11;0.006607;-0.005249;-0.987747
12;0.056976;0.038513;-0.987274
13;-0.090607;-0.062759;-0.987610
14;-0.369537;0.092133;-0.991119
15;-1.016266;0.092728;-0.987015
16;-1.176346;0.103302;-0.975647
17;-0.837021;0.033707;-0.984756
18;-0.455078;0.063171;-0.986618
19;0.635529;-0.061447;-0.990005
20;0.965439;-0.112961;-0.994019
21;0.949677;0.149261;-0.994858
22;0.601852;0.185837;-0.982300
23;0.512360;0.085464;-0.990555
24;0.348999;-0.051163;-0.992050
25;0.009125;-0.006561;-0.986816
26;0.107376;-0.001678;-0.988235
27;0.012039;-0.002625;-0.988998
28;0.049454;0.055664;-0.988205
29;0.024826;0.072037;-0.989365
30;0.218796;0.224091;-0.988068
31;0.454697;0.343323;-0.989853
32;0.704208;0.722305;-0.990356
33;0.947617;0.869720;-0.990082
34;0.382416;0.425308;-0.975281
35;-0.052185;0.120102;-0.985474
36;-0.364655;-0.267639;-0.990311
37;-0.562683;-0.580566;-0.979935
38;-0.717789;-0.448959;-0.990509
39;-0.651703;-0.387634;-0.983749
40;-0.358536;-0.411575;-0.988846
41;-0.314728;-0.227600;-0.986389
42;-0.087357;-0.065567;-0.986282
43;0.009171;-0.005936;-0.990646
44;0.046951;-0.040359;-0.988800
45;-0.041473;-0.000809;-0.985962
46;-0.322983;0.100845;-0.987442
47;-0.557953;0.059021;-0.989822
48;-1.004852;0.018906;-0.985931
49;-0.751663;-0.117310;-0.985901
50;-0.356720;0.020355;-0.995804
51;0.268631;-0.048874;-0.993942
52;0.643921;0.067505;-0.993484
53;0.888702;0.178513;-0.990143
54;0.741608;0.105057;-0.982635
55;0.546829;0.030640;-0.991150
56;-0.001312;-0.001846;-0.989532
57;0.009201;-0.054642;-0.988297
58;0.009796;0.001114;-0.992935
59;0.004303;-0.005859;-0.975983
60;0.005493;-0.006180;-0.989792
61;0.006760;-0.005264;-0.992325
62;0.005264;-0.006531;-0.986923
63;0.005417;-0.005539;-0.985886
64;0.006378;-0.005264;-0.986511
65;0.005905;-0.006317;-0.988907
66;0.005035;-0.006287;-0.990662
67;0.005676;-0.004547;-0.984131
68;0.005051;-0.007111;-0.983902
69;0.006348;-0.005432;-0.991364
70;0.005463;-0.006180;-0.989563
71;0.005264;-0.005844;-0.978043
72;0.006073;-0.007019;-0.993134
