index;x;y;z
0;0.005981;-0.005142;-0.987701
1;0.007355;-0.004700;-0.987411
2;0.006561;-0.004623;-0.986221
3;0.007065;-0.005127;-0.988312
4;0.006836;-0.005615;-0.986420
5;0.006012;-0.004791;-0.988754
6;0.006744;-0.005310;-0.988724
7;0.006577;-0.004822;-0.987625
8;0.006836;-0.005569;-0.988159
9;0.006409;-0.005264;-0.988647
10;0.006653;-0.005997;-0.987274
11;0.005981;-0.004471;-0.986710
12;0.006958;-0.005600;-0.987320
13;0.006409;-0.005325;-0.987503
14;-0.168198;-0.004105;-0.987198
15;-0.262848;0.499893;-0.987213
16;-0.076874;0.558868;-0.991455
17;-0.570480;0.618439;-0.986755
18;-0.313980;0.292633;-0.989609
19;0.086395;-0.008133;-0.985184
20;0.194489;-0.448929;-0.992798
21;0.342285;-0.407562;-0.994614
22;0.402817;-0.492966;-0.987106
23;0.192062;-0.341461;-0.988586
24;0.105240;-0.203888;-0.987991
25;-0.043915;-0.071533;-0.986862
26;-0.108124;-0.213730;-0.986420
27;-0.403625;-0.466904;-0.990295
28;-0.760880;-0.914017;-0.985611
29;-0.957199;-0.709976;-0.991730
30;-0.168686;0.121033;-0.985229
31;0.372772;0.447449;-0.988297
32;0.777222;0.843353;-0.993317
33;0.621552;0.630600;-0.988953
34;0.580917;0.376022;-0.989853
35;0.142639;0.041534;-0.987122
36;0.156265;0.322601;-0.986969
37;0.268570;0.305695;-0.989120
38;0.554703;0.402237;-0.990402
39;1.035629;0.525375;-0.990021
40;0.838013;0.344101;-0.990707
41;-0.103073;0.068542;-0.982224
42;-0.674316;-0.347931;-0.985229
43;-0.840851;-0.664429;-0.990189
44;-0.699173;-0.516663;-0.984116
45;-0.265961;-0.261887;-0.987320
46;-0.321243;-0.206757;-0.986694
47;0.001617;-0.008438;-0.988434
48;-0.237213;0.243271;-0.985306
49;-0.057297;0.884720;-0.990982
50;-0.028610;0.765610;-0.988037
51;0.039673;0.354919;-0.984116
52;0.061264;-0.075836;-0.996933
53;0.023834;-0.466370;-0.980911
54;0.022293;-0.665787;-0.986389
55;-0.051117;-0.635406;-0.990875
56;0.070282;-0.431564;-0.983124
57;0.079849;-0.027481;-0.988876
58;0.006699;-0.006271;-0.989563
59;0.007889;-0.000504;-0.966980
60;0.006912;-0.006577;-0.990311
61;0.005814;-0.005432;-0.984787
62;0.005005;-0.006836;-0.987198
63;0.007141;-0.006287;-0.988602
64;0.006393;-0.006546;-0.987350
65;0.005890;-0.006195;-0.987152
66;0.005600;-0.005661;-0.987503
67;0.005478;-0.006790;-0.986588
68;0.005814;-0.006363;-0.989182
69;0.005875;-0.006622;-0.987808
70;0.006119;-0.005569;-0.986084
71;0.006424;-0.005325;-0.987457
72;0.006805;-0.007721;-0.994568
73;0.005966;-0.005814;-0.983032
