index;x;y;z
0;0.006119;-0.004852;-0.991699
1;0.005432;-0.004868;-0.982681
2;0.006149;-0.004852;-0.987427
3;0.006180;-0.005096;-0.989014
4;0.005966;-0.005219;-0.986664
5;0.005722;-0.005112;-0.987747
6;0.005844;-0.005081;-0.986008
7;0.006042;-0.004669;-0.985794
8;0.004990;-0.004791;-0.987885
9;0.005707;-0.004486;-0.986725
10;0.006226;-0.004883;-0.985687
11;0.006577;-0.005524;-0.985245
12;0.004990;-0.004959;-0.989532
13;0.005615;-0.005005;-0.986755
14;-0.336517;0.028030;-0.986938
15;-0.226837;-0.025650;-0.990692
16;-0.422974;0.054184;-0.987564
17;-0.951630;-0.085068;-0.986557
18;-0.980255;0.065323;-0.998596
19;-0.747284;-0.013947;-0.981369
20;0.140305;0.210739;-1.007706
21;0.744553;0.099625;-0.979752
22;0.910461;0.040787;-0.980148
23;0.725174;0.105255;-0.992188
24;0.840805;0.005020;-0.985947
25;0.396194;-0.090714;-0.988251
26;0.266983;-0.014114;-0.983200
27;0.514603;-0.057755;-0.988235
28;0.859741;-0.134537;-0.991898
29;0.597092;0.047058;-0.990952
30;0.216949;0.057022;-0.991821
31;-0.378571;0.119827;-0.982773
32;-0.648254;0.080612;-0.998169
33;-0.670197;-0.051102;-0.985962
34;-0.543793;0.069916;-0.985031
35;-0.284256;0.007263;-0.986298
36;-0.049286;0.073715;-0.989090
37;-0.070892;0.366837;-0.987717
38;-0.042435;0.590012;-0.985504
39;0.209503;1.018799;-0.993347
40;0.059296;0.540344;-0.988953
41;-0.140335;0.138748;-0.996902
42;-0.037949;-0.198517;-0.996429
43;-0.007782;-0.664658;-1.000427
44;0.022202;-0.626938;-0.990646
45;0.095520;-0.533630;-0.987503
46;-0.046310;-0.389282;-0.988449
47;-0.042053;-0.350464;-0.987991
48;0.019211;-0.138306;-0.990662
49;-0.019211;-0.059067;-0.991501
50;0.029114;-0.024033;-0.983551
51;0.004715;-0.005844;-0.987198
52;0.005157;-0.005066;-0.986267
53;0.005432;-0.007339;-0.988342
54;0.004944;-0.006104;-0.988281
55;0.006027;-0.006180;-0.985931
56;0.005539;-0.006073;-0.986862
57;0.005966;-0.005615;-0.988174
58;0.004074;-0.005890;-0.986389
59;0.003983;-0.005508;-0.986420
60;0.005722;-0.005844;-0.989105
61;0.006546;-0.007080;-0.987625
62;0.004807;-0.005447;-0.988113
63;0.005203;-0.005585;-0.985672
64;0.006668;-0.007843;-0.995834
65;0.004425;-0.004761;-0.978424
