index;x;y;z
0;0.005630;-0.006424;-0.986954
1;0.004974;-0.004623;-0.986877
2;0.004700;-0.005753;-0.985168
3;0.005402;-0.005676;-0.989792
4;0.005417;-0.004715;-0.985001
5;0.005554;-0.005005;-0.985535
6;0.004852;-0.005173;-0.988647
7;0.006195;-0.004105;-0.986221
8;0.006546;-0.005402;-0.987244
9;0.005859;-0.004822;-0.987579
10;0.004883;-0.005447;-0.984711
11;0.004471;-0.005829;-0.989029
12;0.005005;-0.004639;-0.987610
13;0.004776;-0.004089;-0.985809
14;0.005356;-0.005676;-0.987534
15;0.005249;-0.004959;-0.987717
16;0.005157;-0.005096;-0.986649
17;0.004868;-0.006378;-0.987579
18;0.005264;-0.005280;-0.986938
19;0.005630;-0.005325;-0.986969
20;0.004700;-0.005386;-0.987244
21;0.005005;-0.005447;-0.986252
22;0.005203;-0.004852;-0.985886
23;0.005524;-0.005341;-0.987564
24;0.005005;-0.005051;-0.986526
25;0.004608;-0.005844;-0.986435
26;0.004837;-0.004669;-0.987076
27;0.004532;-0.005524;-0.986557
28;0.005066;-0.004944;-0.986969
29;0.004807;-0.005402;-0.986557
30;0.004623;-0.004929;-0.986603
31;0.363098;0.064499;-0.987000
32;0.602234;-0.012222;-0.987274
33;0.890121;-0.024597;-0.990768
34;0.609528;0.194290;-0.991486
35;0.134109;0.072098;-0.989868
36;-0.500443;-0.031921;-0.985718
37;-0.974197;-0.002213;-0.988037
38;-0.719467;-0.008850;-0.984955
39;-0.257065;0.039246;-0.986145
40;-0.026321;0.007782;-0.986496
41;0.053009;0.079422;-0.980957
42;0.027588;0.128174;-0.989929
43;0.051392;0.341263;-0.989838
44;0.059906;0.744705;-0.986572
45;0.165817;0.962814;-0.986664
46;0.151154;0.678848;-0.984772
47;0.028412;0.088943;-0.982025
48;-0.124466;-0.393127;-0.989548
49;-0.064285;-0.687775;-0.978668
50;-0.094986;-0.676071;-0.986496
51;-0.114838;-0.600494;-0.989151
52;-0.037903;-0.459564;-0.985840
53;0.019424;-0.271255;-0.983170
54;0.001389;-0.018265;-0.988235
55;0.006088;-0.004730;-0.990143
56;-0.266541;0.062759;-0.982971
57;-0.544235;0.176880;-0.988632
58;-0.771805;0.107788;-0.986450
59;-0.960617;-0.039230;-0.979050
60;-0.554962;0.129211;-0.988358
61;-0.015244;0.061172;-0.987274
62;0.755234;0.117554;-0.982544
63;1.009293;0.150436;-0.992844
64;0.809784;-0.104172;-0.971695
65;0.439682;-0.043442;-0.969559
66;0.052933;-0.004761;-0.988937
67;0.003586;-0.005005;-0.987396
68;0.040390;-0.097580;-0.981125
69;0.188004;-0.097412;-0.993973
70;0.217728;-0.183868;-0.989395
71;0.275543;-0.195831;-0.991669
72;0.397461;-0.240387;-0.988663
73;0.527359;-0.287537;-0.986893
74;0.755325;-0.325348;-0.988220
75;0.528702;-0.175644;-0.990067
76;0.010681;0.326523;-0.982086
77;-0.480759;0.451553;-0.990128
78;-0.793503;0.494583;-0.986267
79;-0.770676;0.358582;-0.984665
80;-0.447540;0.244492;-0.989868
81;-0.195404;0.178177;-0.986877
82;0.009399;-0.009552;-0.986191
83;-0.050385;0.055008;-0.987701
84;-0.012543;0.021072;-0.987381
85;0.011200;-0.044601;-0.988022
86;-0.026443;-0.014786;-0.987061
87;-0.204483;0.034607;-0.986115
88;-0.449249;-0.014236;-0.988617
89;-0.560120;0.127563;-0.986313
90;-0.596390;-0.125443;-0.988373
91;-0.588974;0.119659;-0.985718
92;-0.254623;0.138504;-0.981491
93;0.425919;0.147964;-0.992386
94;1.126587;-0.174698;-0.982513
95;0.790329;-0.011658;-0.989685
96;0.439407;0.011734;-0.985764
97;0.010025;-0.004822;-0.989700
98;0.028320;-0.074081;-0.988495
99;-0.030167;0.082489;-0.983704
100;0.010361;-0.007309;-0.987030
101;0.004257;-0.005234;-0.986877
