0;0.005417;-0.004974;-0.987564
1;0.005798;-0.005188;-0.987259
2;0.005402;-0.005920;-0.985672
3;0.004623;-0.004272;-0.987183
4;0.004211;-0.005234;-0.987732
5;0.005310;-0.005188;-0.987030
6;0.005356;-0.003464;-0.987579
7;0.005280;-0.004150;-0.986313
8;0.005951;-0.004486;-0.985977
9;0.006516;-0.004929;-0.987839
10;0.006149;-0.004883;-0.986847
11;0.006027;-0.004807;-0.985977
12;0.004700;-0.005692;-0.986954
13;0.004822;-0.005463;-0.987686
14;0.006073;-0.004364;-0.985168
15;0.263916;0.147308;-0.986221
16;0.270233;0.055222;-0.985107
17;0.480667;0.024323;-0.993698
18;0.408264;0.103256;-0.995193
19;0.122147;0.065872;-0.987701
20;-0.153198;0.211243;-0.991180
21;-0.183792;0.215179;-0.995972
22;-0.115433;0.258682;-0.982162
23;-0.174362;0.265121;-0.988052
24;-0.127594;0.278763;-0.989899
25;-0.106003;0.326462;-0.985718
26;-0.255859;0.214279;-0.991257
27;-0.264008;0.116608;-0.989639
28;-0.275314;-0.130447;-0.983902
29;-0.348145;-0.222549;-0.988831
30;-0.455750;-0.199524;-0.987198
31;-0.418839;-0.328033;-0.980072
32;-0.422363;-0.252426;-0.991760
33;-0.246933;-0.254440;-0.975128
34;-0.114609;-0.317291;-0.989578
35;-0.009521;-0.309113;-0.997406
36;-0.060394;-0.232498;-0.992661
37;0.179703;-0.219711;-0.984253
38;0.194427;-0.295349;-0.989975
39;0.239716;-0.413330;-0.984085
40;0.192017;-0.294479;-0.994293
41;0.408646;0.136978;-0.993332
42;0.376221;-0.212250;-0.985779
43;0.212082;-0.270386;-0.981461
44;0.067963;-0.024109;-0.992859
45;0.190582;0.101227;-0.993835
46;0.193558;0.035568;-0.989746
47;0.316269;0.141861;-0.979980
48;0.276703;0.332550;-0.987183
49;0.411255;0.299240;-0.988419
50;0.463257;0.211746;-0.986847
51;0.323090;0.260101;-0.983276
52;0.241180;0.174286;-0.994064
53;0.099625;0.178818;-0.996078
54;-0.137344;0.095123;-0.980713
55;-0.227402;0.113785;-0.992767
56;-0.351791;0.104538;-0.987778
57;-0.355713;0.113144;-0.986710
58;-0.389832;0.121216;-0.986832
59;-0.238617;0.020630;-0.990860
60;-0.127090;-0.058029;-0.984940
61;-0.110245;0.006454;-0.988312
62;0.001312;-0.000412;-0.987610
63;0.005936;-0.004517;-0.987717
64;0.005554;-0.005432;-0.986404
65;0.005997;-0.004089;-0.987793
66;0.006042;-0.006378;-0.988434
67;0.005325;-0.005615;-0.987778
68;0.005875;-0.005051;-0.986984
69;0.004898;-0.005463;-0.987152
70;0.005066;-0.005676;-0.986725
71;0.005203;-0.005295;-0.987152
72;0.004715;-0.004166;-0.986008
73;0.005173;-0.005661;-0.988968
74;0.004639;-0.004410;-0.986969
75;0.004929;-0.004257;-0.988403
76;0.004150;-0.005341;-0.988449
77;0.004715;-0.005188;-0.987579
78;0.004791;-0.005478;-0.987946
79;0.006134;-0.005554;-0.991241
