index;x;y;z
0;0.005554;-0.005234;-0.985764
1;0.006561;-0.006378;-0.987671
2;0.007187;-0.005600;-0.987640
3;0.006638;-0.006287;-0.986877
4;0.006363;-0.006409;-0.987320
5;0.006607;-0.005615;-0.987061
6;0.005905;-0.006454;-0.987595
7;0.006653;-0.006546;-0.989243
8;0.006989;-0.005478;-0.986206
9;0.006134;-0.006577;-0.987289
10;0.006470;-0.007065;-0.988434
11;0.006866;-0.006027;-0.986465
12;0.005676;-0.006332;-0.988358
13;0.006317;-0.007034;-0.988388
14;0.006561;-0.005951;-0.987274
15;-0.135986;-0.362564;-0.993729
16;-0.031494;-1.189011;-0.985992
17;0.180542;-0.513977;-0.969650
18;-0.125565;-0.722885;-0.975250
19;0.040619;-0.382339;-0.993500
20;-0.225510;-0.004166;-0.982269
21;-0.023483;0.415680;-0.996384
22;0.039093;0.923676;-0.990723
23;0.181122;0.579712;-0.979523
24;-0.009750;0.456818;-0.981339
25;-0.052750;0.347504;-0.989182
26;0.008881;0.183746;-0.987488
27;-0.030487;0.016754;-0.986923
28;-0.088348;-0.052811;-0.987961
29;-0.154556;-0.098404;-0.987930
30;-0.270264;-0.085205;-0.984329
31;-0.444946;-0.108826;-0.983932
32;-0.626617;0.093735;-0.994034
33;-0.557083;0.225662;-0.988159
34;-0.289780;0.323883;-0.976013
35;-0.177429;0.467346;-0.998474
36;0.201294;0.381241;-0.993057
37;0.416046;0.292816;-0.984253
38;0.558365;0.222870;-0.980850
39;0.667709;0.102859;-0.985733
40;0.706635;0.121704;-0.981110
41;0.726639;-0.223038;-0.976593
42;0.582428;-0.216202;-0.981537
43;0.466232;-0.188766;-0.989914
44;0.394699;-0.252579;-0.988434
45;0.187836;-0.247620;-0.992004
46;0.092270;-0.080872;-0.985947
47;-0.282104;-0.118759;-0.988922
48;-0.249527;-0.049591;-0.985718
49;-0.375504;0.009827;-0.988907
50;-0.359726;0.106186;-0.994751
51;-0.453186;0.027023;-0.992706
52;-0.170212;0.019272;-0.986725
53;-0.182831;0.038879;-0.986755
54;0.015961;-0.009567;-0.987793
55;-0.275589;0.408981;-0.986710
56;-0.354446;0.532150;-0.987289
57;-0.302689;0.451263;-0.994690
58;-0.434250;0.432480;-0.983231
59;-0.065063;-0.041641;-0.995087
60;0.151810;-0.225449;-0.984512
61;0.271591;-0.350998;-0.983795
62;0.453888;-0.376587;-0.984070
63;0.320572;-0.294128;-0.988358
64;0.176102;-0.228836;-0.985580
65;0.124222;-0.064682;-0.969635
66;0.100845;-0.078323;-0.990585
67;0.006500;-0.006393;-0.986542
68;0.004990;-0.006516;-0.987640
69;0.005295;-0.006393;-0.988098
70;0.005203;-0.006088;-0.986862
71;0.005310;-0.005997;-0.988373
72;0.005188;-0.005417;-0.988083
73;0.004929;-0.006760;-0.987137
74;0.005005;-0.006500;-0.989105
75;0.005753;-0.006546;-0.987640
76;0.005325;-0.006683;-0.987717
77;0.004105;-0.006058;-0.987793
78;0.005249;-0.006012;-0.988647
79;0.006500;-0.008972;-1.000595
