index;x;y;z
0;0.004303;-0.004837;-0.982391
1;0.004440;-0.004944;-0.984985
2;0.005341;-0.004303;-0.987854
3;0.004120;-0.005203;-0.983704
4;0.004166;-0.004974;-0.986115
5;0.005341;-0.005173;-0.987045
6;0.004807;-0.005447;-0.987076
7;0.004745;-0.004837;-0.986618
8;0.005783;-0.005310;-0.986511
9;0.005020;-0.004944;-0.985489
10;0.373535;-0.040802;-0.988632
11;0.268539;-0.208237;-0.994034
12;0.376099;0.100967;-0.978577
13;0.424698;0.235397;-0.994217
14;0.482880;0.223557;-0.989944
15;0.292419;0.116776;-0.993484
16;0.069946;-0.032486;-0.989517
17;0.033096;0.117310;-0.995712
18;-0.009735;0.134613;-0.977524
19;-0.221634;0.138306;-0.982162
20;-0.380005;0.075867;-0.982040
21;-0.348801;0.027634;-0.990067
22;-0.522125;0.107712;-0.991867
23;-0.397675;0.021957;-0.982941
24;-0.367050;0.108536;-0.981110
25;-0.357101;0.013351;-0.985291
26;-0.425262;-0.083496;-0.987320
27;-0.459869;-0.038864;-0.987198
28;-0.342072;-0.007339;-0.995193
29;-0.294250;-0.016190;-0.972412
30;-0.222031;0.056854;-0.977768
31;-0.031815;0.050476;-1.011063
32;0.007355;0.144257;-0.989883
33;0.066483;0.121948;-0.989182
34;0.262115;0.046738;-0.985962
35;0.405624;0.099686;-0.969086
36;0.470078;0.087708;-0.965607
37;0.416138;-0.005219;-0.985138
38;0.404358;-0.007553;-0.978485
39;0.417892;-0.025055;-0.988495
40;0.364777;-0.033936;-0.984650
41;0.450439;-0.039871;-0.985214
42;0.440247;-0.026215;-0.987350
43;0.433075;-0.050583;-1.005936
44;0.311172;-0.209778;-0.989746
45;0.162994;-0.156662;-0.989319
46;-0.005157;-0.134918;-0.997086
47;-0.158127;-0.029144;-0.995865
48;-0.344681;-0.112030;-0.983032
49;-0.370346;-0.064575;-0.984039
50;-0.379501;-0.022873;-0.967667
51;-0.389160;-0.008774;-0.990707
52;-0.280151;0.064743;-0.983948
53;-0.129013;0.022171;-0.984070
54;-0.034439;0.008682;-0.995407
55;-0.107376;0.001877;-0.982513
56;0.014069;-0.007095;-0.987030
57;0.005814;-0.006790;-0.988083
58;0.006805;-0.006500;-0.986664
59;0.006653;-0.006989;-0.987350
60;0.006256;-0.007126;-0.986282
61;0.006927;-0.006409;-0.987549
62;0.007080;-0.006302;-0.988129
63;0.006119;-0.006683;-0.987427
64;0.006866;-0.006470;-0.986618
65;0.006653;-0.006653;-0.986618
66;0.006409;-0.006668;-0.987595
67;0.005920;-0.006805;-0.986420
68;0.006393;-0.006454;-0.987732
69;0.010666;-0.016464;-1.003845
70;0.002289;0.001373;-0.968735
