index;x;y;z
0;0.005722;-0.005188;-0.987274
1;0.005554;-0.004425;-0.986481
2;0.005661;-0.004913;-0.986984
3;0.005875;-0.006470;-0.988770
4;0.005295;-0.005981;-0.987564
5;0.005463;-0.005112;-0.987747
6;0.005264;-0.005753;-0.988220
7;0.005325;-0.006424;-0.986649
8;0.004807;-0.006454;-0.989014
9;0.004593;-0.003906;-0.988098
10;0.004990;-0.005554;-0.987717
11;0.005417;-0.005905;-0.987976
12;0.005280;-0.005066;-0.987000
13;0.006226;-0.005859;-0.986710
14;0.005234;-0.005264;-0.987854
15;0.006149;-0.005630;-0.988068
16;0.005936;-0.005035;-0.988434
17;0.005371;-0.005051;-0.988907
18;0.060715;-0.023788;-0.987473
19;0.283295;-0.099258;-0.991776
20;0.263687;-0.032791;-0.989899
21;0.306488;0.099411;-0.981567
22;0.231888;0.197922;-0.993958
23;0.055573;0.226105;-0.991043
24;0.020798;0.277252;-0.974945
25;0.071564;0.278152;-0.989899
26;-0.087387;0.219650;-0.984818
27;-0.056381;0.198624;-0.984360
28;-0.198822;0.244537;-0.993668
29;-0.222397;0.115173;-0.986816
30;-0.305145;0.120453;-0.989288
31;-0.205002;0.163010;-0.984268
32;-0.283554;-0.025253;-0.989914
33;-0.370911;-0.100098;-0.985245
34;-0.370438;-0.250824;-1.006332
35;-0.391449;-0.237595;-0.991440
36;-0.296494;-0.230591;-0.982742
37;-0.219727;-0.217316;-1.008255
38;-0.233810;-0.272263;-1.003937
39;-0.014175;-0.295288;-0.987137
40;-0.018234;-0.304611;-1.001587
41;0.219391;-0.339478;-0.977325
42;0.114288;-0.304642;-0.996368
43;0.287949;-0.333389;-0.998962
44;0.133774;-0.281174;-0.992615
45;0.135468;-0.241409;-0.985184
46;0.328491;-0.235062;-0.988480
47;0.379288;-0.019409;-0.990417
48;0.478500;-0.052505;-0.991653
49;0.413147;0.129395;-0.972824
50;0.476776;0.191864;-1.000473
51;0.509827;0.246124;-0.991119
52;0.436935;0.349670;-0.988297
53;0.249008;0.283417;-0.991669
54;0.012177;0.272675;-0.996704
55;-0.083099;0.274246;-0.986908
56;-0.302231;0.203537;-0.981766
57;-0.754837;0.144196;-0.990234
58;-0.623062;0.058655;-0.983093
59;-0.214050;0.004715;-0.986282
60;0.012482;0.001511;-0.986755
61;0.013535;-0.017349;-0.992172
62;-0.008499;-0.029846;-0.987518
63;0.007935;-0.005325;-0.987915
64;0.022827;0.025574;-0.988678
65;0.004654;-0.004547;-0.984344
66;0.006012;-0.004395;-0.988831
67;0.006775;-0.005234;-0.989029
68;0.006256;-0.005539;-0.988083
69;0.005356;-0.004913;-0.988419
70;0.005005;-0.003967;-0.985352
71;0.005478;-0.004562;-0.988663
72;0.005035;-0.005356;-0.991226
73;0.004974;-0.004700;-0.986511
74;0.004730;-0.004654;-0.987106
75;0.005234;-0.005035;-0.988449
76;0.005936;-0.004807;-0.987000
77;0.005356;-0.005249;-0.987228
78;0.006500;-0.005020;-0.993195
79;0.004501;-0.005920;-0.984924
