index;x;y;z
0;0.003998;-0.004410;-0.979263
1;0.005569;-0.005920;-0.990173
2;0.005295;-0.006500;-0.989410
3;0.005478;-0.006149;-0.985840
4;0.005356;-0.005676;-0.988358
5;0.005508;-0.006409;-0.988022
6;0.005280;-0.006226;-0.986984
7;0.005020;-0.005524;-0.989746
8;0.005508;-0.005066;-0.986633
9;0.005554;-0.006577;-0.986893
10;0.004639;-0.005951;-0.988434
11;0.005524;-0.006332;-0.988297
12;0.004929;-0.005203;-0.986130
13;0.005219;-0.005722;-0.986664
14;0.004852;-0.004837;-0.988953
15;0.068436;0.150574;-0.990753
16;0.304092;-0.045990;-0.991150
17;0.101135;-0.116882;-0.984100
18;0.185104;-0.096558;-0.988266
19;0.273026;-0.057190;-0.989746
20;0.179199;-0.092758;-0.984299
21;0.079773;-0.178085;-0.988647
22;-0.021118;-0.145889;-0.984100
23;-0.095657;-0.126083;-0.986893
24;-0.102310;-0.120834;-0.990250
25;-0.153442;-0.148682;-0.987717
26;-0.129791;-0.152283;-0.987000
27;-0.216980;-0.104492;-0.984406
28;-0.202759;0.020691;-0.988892
29;-0.102966;-0.049026;-0.984406
30;-0.166367;0.024902;-0.987122
31;-0.219925;0.057587;-0.986359
32;-0.194351;0.131378;-0.990524
33;-0.197754;0.127991;-0.987106
34;-0.140320;0.060684;-0.985092
35;-0.156357;0.172989;-0.989868
36;-0.112076;-0.013596;-0.987122
37;-0.170120;0.144211;-0.987152
38;-0.208710;0.109177;-0.988251
39;-0.072922;0.207184;-0.986435
40;-0.097534;0.087860;-0.991791
41;-0.138474;0.199188;-0.989502
42;-0.030258;0.177048;-0.986572
43;0.014114;0.223999;-0.989059
44;0.091217;0.227188;-0.986282
45;0.219315;0.224808;-0.988922
46;0.265533;0.157440;-0.987091
47;0.213806;0.081543;-0.985458
48;0.184586;0.081360;-0.989883
49;0.259140;0.042816;-0.988281
50;0.362808;0.010452;-0.987000
51;0.243378;-0.030457;-0.989990
52;0.310745;-0.041138;-0.988342
53;0.237198;-0.044220;-0.988174
54;0.165909;-0.071976;-0.983841
55;0.125732;-0.098221;-0.985641
56;0.089355;-0.045593;-0.986313
57;0.182739;-0.059814;-0.992676
58;0.117264;-0.076218;-0.986298
59;0.152435;-0.042252;-0.987885
60;0.084686;-0.046265;-0.989365
61;-0.028915;-0.024841;-0.988800
62;-0.236465;-0.076065;-0.985886
63;-0.217056;-0.068314;-0.986145
64;-0.333435;-0.082993;-0.989014
65;-0.298828;-0.049606;-0.986877
66;-0.186279;-0.070709;-0.989319
67;-0.066391;-0.076736;-0.988297
68;0.006104;-0.006805;-0.987473
69;0.005035;-0.005249;-0.986557
70;-0.284836;0.220947;-0.986542
71;-0.795441;0.404358;-0.984802
72;-1.038925;0.295258;-0.986069
73;-0.571335;0.244141;-0.994492
74;0.114304;-0.009171;-0.984070
75;0.650482;-0.140396;-0.983765
76;0.677155;-0.270248;-0.985825
77;0.718155;-0.285965;-0.994125
78;0.547775;-0.295456;-0.988907
79;-0.100174;-0.218491;-0.991257
80;-0.016068;-0.056824;-0.971390
81;0.039917;0.057922;-0.985336
82;0.038818;0.049850;-0.987762
83;0.033646;0.046112;-0.991821
84;0.013824;0.009903;-0.987671
85;0.005112;-0.007156;-0.986465
86;0.003494;-0.007599;-0.988510
87;0.004868;-0.007080;-0.989838
88;0.003525;-0.007172;-0.989792
89;0.004196;-0.007156;-0.985794
90;0.005020;-0.006897;-0.987137
91;0.004761;-0.006683;-0.989548
92;0.004425;-0.006149;-0.987106
93;0.004105;-0.006989;-0.987656
94;-0.010529;-0.037659;-0.991821
95;0.053970;0.061142;-0.987961
