index;x;y;z
0;0.007172;-0.006210;-0.981277
1;0.006454;-0.005356;-0.989365
2;0.007172;-0.006638;-0.986191
3;0.006500;-0.006607;-0.985886
4;0.006714;-0.005325;-0.988297
5;0.008240;-0.005859;-0.987473
6;0.007278;-0.006775;-0.987885
7;0.008377;-0.005783;-0.987183
8;0.006943;-0.006119;-0.989380
9;0.007187;-0.006363;-0.987381
10;-0.017105;-0.074249;-0.970352
11;-0.053329;-0.174637;-0.987411
12;-0.219070;-0.401367;-0.982132
13;-0.513397;-0.791702;-0.982391
14;-0.477875;-0.965744;-0.982407
15;-0.230698;-0.629639;-0.989761
16;-0.175018;-0.172180;-0.988266
17;0.191025;0.254852;-0.983200
18;0.414703;0.643890;-0.987747
19;0.338364;0.824509;-0.990646
20;0.392242;0.603592;-0.987152
21;0.266174;0.438171;-0.986526
22;0.197083;0.335983;-0.987411
23;0.016220;0.107483;-0.987137
24;-0.115601;0.266235;-0.988480
25;-0.062836;0.522385;-0.988373
26;-0.200897;0.401825;-0.986847
27;-0.151627;0.436188;-0.989777
28;-0.051163;-0.007736;-0.987747
29;0.072556;-0.223267;-0.984894
30;0.179764;-0.527100;-0.984695
31;0.123901;-0.460403;-0.988831
32;-0.010147;-0.413788;-0.986053
33;-0.060394;-0.259552;-0.987030
34;-0.003723;-0.256042;-0.985580
35;-0.028198;-0.272568;-0.986618
36;-0.186829;-0.412827;-0.988358
37;-0.502014;-0.599548;-0.987946
38;-0.443863;-0.475098;-0.987091
39;-0.275986;-0.341156;-0.978119
40;0.271774;0.009140;-0.994904
41;0.154114;0.352615;-0.988480
42;0.353836;0.619431;-0.990555
43;0.447861;0.458771;-0.989273
44;0.400696;0.457657;-0.983749
45;0.202454;0.286880;-0.989273
46;-0.062683;0.303528;-0.987259
47;-0.053391;0.398483;-0.991180
48;-0.099594;0.441422;-0.986832
49;-0.024963;0.502029;-0.990540
50;-0.056229;0.464981;-0.988922
51;0.246750;0.556030;-0.990494
52;0.064102;0.118546;-0.994720
53;0.026062;-0.022156;-0.994751
54;0.077774;-0.483765;-0.981476
55;-0.081360;-0.747391;-0.990784
56;-0.077591;-0.698837;-0.985855
57;-0.116837;-0.552444;-0.985519
58;0.040741;-0.295700;-0.985397
59;0.080322;0.027481;-0.982452
60;0.014587;-0.061401;-0.987610
61;0.006149;-0.003754;-0.981598
62;0.004059;-0.006927;-0.988678
63;0.005112;-0.005692;-0.988541
64;0.005463;-0.006699;-0.987381
65;0.004852;-0.006851;-0.986923
66;0.005157;-0.005890;-0.984909
67;0.004364;-0.006714;-0.988388
68;0.003891;-0.006073;-0.989365
69;0.005081;-0.005112;-0.985107
70;0.005234;-0.005676;-0.985764
71;0.004730;-0.006577;-0.988327
72;0.004532;-0.006378;-0.988174
73;0.005325;-0.006775;-0.986679
74;0.004944;-0.005722;-0.986740
75;0.004959;-0.005600;-0.987122
76;0.004410;-0.006714;-0.987900
77;0.005035;-0.005981;-0.985413
78;0.004852;-0.006195;-0.988373
79;0.005554;-0.006378;-0.988800
