index;x;y;z
0;0.006577;-0.004440;-0.987198
1;0.007050;-0.005280;-0.988312
2;0.006897;-0.004578;-0.988327
3;0.006454;-0.004974;-0.987015
4;0.007706;-0.004440;-0.988556
5;0.006180;-0.004196;-0.988129
6;0.007294;-0.005447;-0.988602
7;0.006836;-0.004883;-0.987747
8;0.006790;-0.005417;-0.988144
9;0.007736;-0.004807;-0.987289
10;0.006638;-0.005661;-0.988556
11;0.007278;-0.004333;-0.988083
12;0.007172;-0.004349;-0.987823
13;0.007111;-0.004517;-0.988464
14;0.171051;0.053741;-0.988052
15;-0.233719;-0.067612;-0.985229
16;-0.064453;-0.008606;-0.987778
17;-0.319992;0.272934;-0.987595
18;-0.189148;0.586990;-0.988525
19;-0.220642;0.755615;-0.984360
20;-0.406281;0.731537;-0.990555
21;-0.263687;0.528992;-0.982147
22;0.091141;-0.080505;-0.989639
23;0.101151;-0.378586;-0.991913
24;0.348740;-0.604950;-0.987045
25;0.335587;-0.694107;-0.988220
26;0.312210;-0.477890;-0.989243
27;0.191177;-0.301559;-0.987045
28;0.098618;-0.222290;-0.988113
29;0.124710;-0.133255;-0.986343
30;-0.044067;-0.217072;-0.988098
31;-0.182892;-0.621307;-0.986404
32;-0.363480;-0.724350;-0.990875
33;-0.200943;-0.500443;-0.985367
34;0.011780;0.098480;-0.983368
35;0.269165;0.606323;-0.992767
36;0.270935;0.563171;-0.990524
37;0.171600;0.465576;-0.984100
38;0.181931;0.313965;-0.989639
39;0.001343;-0.009415;-0.986588
40;0.004791;-0.005600;-0.989197
41;0.027725;0.306412;-0.987625
42;-0.138794;0.144150;-0.990189
43;-0.228317;0.460434;-0.989426
44;-0.182083;0.490082;-0.986710
45;-0.129791;0.549774;-0.986115
46;-0.133514;0.068344;-0.984665
47;0.023590;-0.090775;-0.986588
48;-0.018036;-0.411514;-0.991013
49;0.149780;-0.367233;-0.988495
50;0.176651;-0.372894;-0.990570
51;0.138306;-0.337326;-0.985901
52;0.171951;-0.240479;-0.989395
53;0.199768;-0.138565;-0.988297
54;0.077423;-0.029007;-0.987488
55;-0.131454;-0.476395;-0.990097
56;-0.241104;-0.670486;-0.983185
57;-0.389038;-0.761551;-0.976166
58;-0.219040;-0.673706;-0.984375
59;-0.133270;-0.264755;-0.995422
60;0.143936;0.180450;-0.983337
61;0.126373;0.710831;-0.995560
62;0.320587;0.691223;-0.985321
63;0.227615;0.637161;-0.981171
64;0.211121;0.428879;-0.993454
65;0.012939;0.098648;-0.988297
66;0.005203;0.004425;-0.984177
67;-0.013382;0.070572;-0.988968
68;0.020081;0.048157;-0.998337
69;0.031082;-0.002777;-0.988708
70;-0.019836;0.010986;-0.988129
71;0.005112;-0.005219;-0.986755
72;0.005753;-0.005188;-0.987366
73;0.005356;-0.004120;-0.988083
74;0.004456;-0.005280;-0.987839
75;0.005020;-0.004532;-0.988693
76;0.005051;-0.004135;-0.987503
77;0.004822;-0.003983;-0.988037
78;0.003998;-0.004379;-0.986877
79;0.004578;-0.005463;-0.987579
80;0.004623;-0.004211;-0.987061
81;0.001495;-0.001984;-0.976013
82;0.005264;-0.006012;-0.992661
83;0.005478;-0.002426;-0.986816
