0;0.004761;-0.003479;-0.985336
1;0.005295;-0.004730;-0.985214
2;0.005447;-0.004471;-0.987396
3;0.005630;-0.005219;-0.986221
4;0.005615;-0.004852;-0.986603
5;0.005478;-0.004211;-0.985992
6;0.006256;-0.005142;-0.986191
7;0.005692;-0.005035;-0.985077
8;0.005447;-0.004562;-0.986160
9;0.006653;-0.005219;-0.986618
10;0.006302;-0.005768;-0.987900
11;0.006332;-0.005005;-0.987030
12;0.004684;-0.004211;-0.985977
13;0.005173;-0.005142;-0.986435
14;0.005737;-0.004501;-0.987335
15;0.005493;-0.004669;-0.985962
16;0.005600;-0.005188;-0.986786
17;0.006119;-0.004364;-0.986786
18;0.086121;-0.140869;-0.989914
19;-0.136871;-0.085251;-0.987381
20;-0.120346;0.449677;-0.987305
21;0.219849;1.026993;-0.989136
22;-0.018951;1.005478;-0.995728
23;0.007629;0.695694;-0.982498
24;0.110382;0.168198;-0.977432
25;0.166153;-0.336258;-0.986267
26;0.084167;-0.890305;-0.980698
27;-0.132690;-0.895874;-0.985535
28;-0.255737;-0.793747;-0.982559
29;-0.122910;-0.359726;-0.984879
30;-0.087601;-0.167709;-0.985443
31;-0.320618;0.058670;-0.990112
32;-0.732056;0.007401;-0.982254
33;-0.994629;0.202133;-0.981232
34;-0.589966;0.020950;-0.984222
35;-0.362946;-0.038544;-0.986404
36;0.206131;0.127365;-0.982773
37;0.774094;-0.028122;-0.991928
38;1.022644;-0.051559;-0.985489
39;0.708359;-0.007477;-0.984863
40;0.441483;-0.034607;-0.987915
41;0.078964;-0.028229;-0.985306
42;0.052597;-0.021622;-0.986465
43;0.206070;-0.289734;-0.985092
44;0.515610;-0.441238;-0.990479
45;0.544144;-0.467911;-0.986847
46;0.553040;-0.374115;-0.988068
47;0.551804;-0.148453;-0.979202
48;0.107986;0.179413;-0.983749
49;-0.321716;0.562134;-0.982941
50;-0.462463;0.528519;-0.987854
51;-0.602234;0.410004;-0.985855
52;-0.561142;0.247406;-0.987137
53;-0.438156;0.169846;-0.985870
54;-0.005341;-0.017624;-0.986771
55;-0.199066;-0.069717;-0.985504
56;-0.453476;-0.270126;-0.989792
57;-0.675308;-0.458725;-0.984879
58;-0.861710;-0.722778;-0.981873
59;-0.601639;-0.210449;-0.982956
60;0.299606;0.155899;-0.993088
61;0.753876;0.455521;-0.991257
62;0.616776;0.591492;-0.989182
63;0.616302;0.444153;-0.986923
64;0.365463;0.174545;-0.986938
65;0.134201;0.034836;-0.987595
66;0.040665;0.039536;-0.985855
67;-0.052536;0.028534;-0.985062
68;0.006409;-0.006470;-0.984421
69;0.002899;-0.004715;-0.988922
70;0.004364;-0.006271;-0.985153
71;0.005005;-0.004028;-0.986313
72;0.004837;-0.005341;-0.987549
73;0.005966;-0.005600;-0.986542
74;0.004608;-0.001053;-0.965271
75;0.007034;-0.013016;-1.026398
76;0.010025;-0.005936;-1.016342
77;0.002167;0.000961;-0.954239
78;0.002838;-0.005173;-0.986526
79;0.006516;-0.007645;-0.991043
80;0.006287;-0.005630;-0.993073
81;0.003967;-0.004730;-0.989059
82;0.003342;-0.006119;-0.971909
83;0.007401;-0.003479;-0.991837
84;0.004837;-0.004272;-0.998611
85;0.003922;-0.005234;-0.964783
86;0.003830;-0.005844;-0.987518


