index;x;y;z
0;0.006958;-0.005417;-0.984451
1;0.006851;-0.006973;-0.994171
2;0.006073;-0.006622;-0.983002
3;0.005936;-0.006241;-0.986649
4;0.007004;-0.005997;-0.987442
5;0.006012;-0.006866;-0.987732
6;0.006683;-0.007416;-0.988434
7;0.006271;-0.006485;-0.986282
8;0.006805;-0.006683;-0.986298
9;0.008133;-0.006424;-0.988846
10;0.006943;-0.006821;-0.986969
11;0.005188;-0.006699;-0.987183
12;0.007385;-0.006317;-0.988586
13;0.007019;-0.006927;-0.986465
14;0.006699;-0.006241;-0.987457
15;0.006012;-0.005875;-0.989120
16;0.006256;-0.005554;-0.988068
17;0.006561;-0.006012;-0.988327
18;0.006119;-0.006607;-0.983353
19;-0.110245;-0.996185;-0.986435
20;0.129822;-0.272766;-0.985229
21;-0.114532;-0.478195;-0.991638
22;0.065308;-0.360580;-0.995300
23;-0.035049;-0.151825;-0.990356
24;-0.034348;-0.000320;-1.001846
25;-0.163727;0.135574;-0.994400
26;0.031174;0.403320;-0.978683
27;0.076828;0.449539;-0.992859
28;0.058899;0.324982;-0.993561
29;0.034027;0.464706;-0.985809
30;0.075714;0.212067;-0.991806
31;0.005707;0.108063;-0.986389
32;0.001862;-0.011185;-0.986206
33;0.013519;0.014664;-0.988266
34;-0.008698;-0.013062;-0.988525
35;-0.048462;-0.176605;-0.987762
36;-0.040176;-0.231750;-0.986801
37;-0.419678;-0.061996;-0.985764
38;-0.420258;-0.001221;-0.991165
39;-0.441101;0.111176;-0.987167
40;-0.542740;0.266678;-0.987350
41;-0.397079;0.327133;-0.994904
42;-0.101822;0.382797;-0.984222
43;0.155029;0.410675;-0.979294
44;0.511734;0.287552;-0.989807
45;0.639999;0.284500;-0.988785
46;0.750275;0.184372;-0.986282
47;0.743774;0.026443;-0.989777
48;0.670135;-0.091370;-0.987152
49;0.625900;-0.119186;-0.990372
50;0.611176;-0.303635;-0.985886
51;0.169373;-0.191284;-0.997589
52;-0.032059;-0.254440;-0.995773
53;-0.134430;-0.151230;-0.971970
54;-0.282990;-0.074890;-0.988342
55;-0.432388;0.014023;-0.984894
56;-0.289871;-0.029388;-0.990509
57;-0.402267;-0.034241;-0.987656
58;-0.419891;-0.007889;-0.986877
59;-0.233185;0.019913;-0.986298
60;0.004074;-0.004547;-0.989273
61;0.007141;-0.002197;-0.976837
62;0.039536;0.027771;-0.996841
63;0.006866;-0.004318;-0.984085
64;0.005493;-0.006332;-0.985382
65;0.006256;-0.006943;-0.990280
66;0.006226;-0.005554;-0.986923
67;0.006470;-0.006271;-0.987305
68;0.006439;-0.005600;-0.982483
69;0.006866;-0.005798;-0.990372
70;0.007278;-0.005463;-0.988495
71;0.005920;-0.006165;-0.988190
72;0.006836;-0.005554;-0.986023
73;0.006516;-0.006073;-0.987473
74;0.006821;-0.006500;-0.988922
75;0.006729;-0.006226;-0.989258
76;0.006073;-0.006500;-0.986435
77;0.007339;-0.007462;-0.991089
78;0.005722;-0.006699;-0.987366
