;Title, http://www.gcdataconcepts.com, x2-2,Kionix KXRB5-2050
;Version, 1102, Build date, Oct  6 2015,  SN:CCDC10023F56AE8
;Start_time, 2007-02-13, 02:40:15.785
;Temperature, -999.00, deg C,  Vbat, 4138, mv
;Gain, high
;SampleRate, 64,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
0.376953,694,1944,-13081
0.392578,514,1953,-13101
0.408203,580,1974,-12869
0.423828,801,2049,-13038
0.439453,699,2146,-13185
0.455078,649,2231,-13078
0.470703,851,2317,-13176
0.501953,785,2344,-13228
0.517578,612,2319,-13072
0.533203,707,2306,-13033
0.548828,694,2305,-13047
0.564453,519,2283,-12969
0.580078,607,2297,-12958
0.595703,705,2387,-13092
0.611328,603,2462,-13108
0.626953,637,2526,-13061
0.642578,760,2621,-13190
0.658203,730,2665,-13167
0.673828,639,2635,-13017
0.689453,648,2619,-13051
0.705078,721,2605,-13026
0.720703,692,2562,-12942
0.736328,615,2581,-13015
0.751953,678,2669,-13081
0.767578,746,2683,-13051
0.783203,694,2687,-13090
0.798828,699,2765,-13144
0.814453,799,2780,-13067
0.830078,764,2774,-13019
0.845703,694,2835,-13117
0.861328,746,2862,-13120
0.876953,832,2824,-12935
0.892578,869,2797,-12919
0.908203,867,2799,-13069
0.923828,933,2801,-12994
0.939453,974,2826,-12960
0.955078,964,2881,-13170
0.970703,1048,2906,-13179
0.986328,1115,2894,-13051
1.001953,1101,2872,-13119
1.017578,1089,2844,-13085
1.033203,1144,2855,-12879
1.048828,1239,2901,-12904
1.064453,1208,2938,-13020
1.080078,1230,2999,-12972
1.095703,1442,3049,-13017
1.111328,1476,3065,-13197
1.126953,1448,3071,-13188
1.142578,1642,3042,-13060
1.158203,1676,3010,-13086
1.173828,1548,3013,-13060
1.189453,1658,3058,-12845
1.205078,1749,3113,-12831
1.220703,1692,3203,-12981
1.236328,1821,3338,-12933
1.251953,1971,3444,-12990
1.267578,1992,3476,-13222
1.283203,2147,3497,-13145
1.298828,2317,3526,-12990
1.314453,2315,3506,-13001
1.330078,2328,3529,-12881
1.345703,2431,3621,-12758
1.361328,2463,3738,-12838
1.376953,2455,3940,-12958
1.392578,2555,4145,-13013
1.408203,2703,4249,-13054
1.423828,2780,4254,-13008
1.439453,2853,4231,-12815
1.455078,3001,4270,-12770
1.470703,3096,4370,-12899
1.486328,3115,4538,-12938
1.501953,3156,4756,-12995
1.517578,3242,4872,-12995
1.533203,3299,4903,-12870
1.548828,3265,4944,-12808
1.564453,3296,5006,-12770
1.580078,3376,5124,-12826
1.595703,3379,5281,-12954
1.611328,3381,5411,-12931
1.626953,3478,5511,-12887
1.642578,3544,5576,-12901
1.658203,3504,5592,-12835
1.673828,3553,5635,-12842
1.689453,3604,5720,-12865
1.705078,3490,5829,-12820
1.720703,3412,5940,-12929
1.736328,3390,6020,-12912
1.751953,3297,6070,-12753
1.767578,3331,6097,-12826
1.783203,3403,6133,-12833
1.798828,3313,6181,-12720
1.814453,3315,6233,-12806
1.830078,3351,6318,-12903
1.845703,3253,6411,-12885
1.861328,3203,6442,-12869
1.876953,3249,6409,-12820
1.892578,3253,6329,-12749
1.908203,3188,6274,-12722
1.923828,3183,6306,-12774
1.939453,3188,6383,-12840
1.955078,3142,6438,-12838
1.970703,3167,6459,-12903
1.986328,3212,6456,-12929
2.001953,3213,6383,-12733
2.017578,3219,6304,-12742
2.033203,3217,6313,-12928
2.048828,3262,6351,-12767
2.064453,3324,6390,-12706
2.080078,3321,6415,-12958
2.095703,3415,6376,-12885
2.111328,3546,6327,-12729
2.126953,3542,6304,-12910
2.142578,3601,6279,-12915
2.158203,3710,6274,-12726
2.173828,3690,6290,-12817
2.189453,3724,6320,-12903
2.205078,3844,6359,-12713
2.220703,3887,6395,-12679
2.236328,3940,6434,-12881
2.251953,4081,6483,-12854
2.267578,4199,6527,-12699
2.283203,4283,6545,-12837
2.298828,4376,6556,-12913
2.314453,4465,6620,-12681
2.330078,4519,6686,-12649
2.345703,4576,6726,-12801
2.361328,4667,6825,-12720
2.376953,4719,6958,-12676
2.392578,4772,7025,-12829
2.408203,4878,7072,-12797
2.423828,4952,7158,-12658
2.439453,5004,7224,-12712
2.455078,5052,7274,-12779
2.470703,5081,7374,-12726
2.486328,5104,7502,-12737
2.501953,5119,7602,-12797
2.517578,5129,7661,-12744
2.533203,5124,7697,-12653
2.548828,5095,7736,-12679
2.564453,5051,7774,-12724
2.580078,5010,7833,-12683
2.595703,5008,7920,-12720
2.611328,4963,7968,-12772
2.626953,4870,7991,-12687
2.642578,4858,8015,-12679
2.658203,4815,8027,-12740
2.673828,4688,8027,-12656
2.689453,4645,8031,-12651
2.705078,4642,8024,-12729
2.720703,4545,7990,-12683
2.736328,4469,7975,-12662
2.751953,4481,7956,-12699
2.767578,4438,7891,-12663
2.783203,4356,7841,-12658
2.798828,4361,7856,-12744
