;Title, http://www.gcdataconcepts.com, x2-2,Kionix KXRB5-2050
;Version, 1102, Build date, Oct  6 2015,  SN:CCDC10023F56AE8
;Start_time, 2007-02-11, 22:40:15.734
;Temperature, -999.00, deg C,  Vbat, 4150, mv
;Gain, high
;SampleRate, 64,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
0.409882,8,-547,-13224
0.425507,58,-552,-13188
0.441132,64,-525,-13120
0.456757,-33,-531,-13176
0.472382,16,-545,-13170
0.488007,-52,-502,-13010
0.503632,-59,-597,-13208
0.534882,433,-725,-13186
0.550507,446,-691,-12938
0.566132,276,-725,-13222
0.581757,419,-677,-13240
0.597382,223,-583,-13310
0.613007,53,-588,-13192
0.628632,16,-581,-12849
0.644257,-88,-622,-13060
0.659882,137,-686,-12808
0.675507,408,-679,-13106
0.691132,603,-670,-14263
0.706757,882,-715,-13706
0.722382,885,-895,-12626
0.738007,932,-1099,-12831
0.753632,1187,-1252,-12449
0.769257,1107,-1179,-12185
0.784882,762,-686,-13449
0.800507,871,-515,-14006
0.816132,1283,-700,-13749
0.831757,1437,-783,-13542
0.847382,1187,-784,-12869
0.863007,674,-558,-12487
0.878632,405,-336,-12847
0.894257,312,-297,-13326
0.909882,316,-154,-13286
0.925507,262,-2,-13158
0.941132,-18,14,-13428
0.956757,-125,57,-13145
0.972382,-238,108,-12781
0.988007,-365,64,-13078
1.003632,-111,-24,-13120
1.019257,73,39,-13231
1.034882,-222,199,-13453
1.050507,-609,214,-13036
1.066132,-608,194,-12995
1.081757,-608,257,-13533
1.097382,-618,139,-13499
1.113007,-261,-99,-12983
1.128632,-54,-188,-12956
1.144257,-18,-208,-13315
1.159882,83,-234,-13083
1.175507,-27,-161,-12860
1.191132,-293,-13,-13310
1.206757,-270,-20,-13342
1.222382,-154,-104,-12958
1.238007,-227,-99,-13163
1.253632,-249,-42,-13410
1.269257,-497,96,-13128
1.284882,-904,192,-13074
1.300507,-743,80,-13333
1.316132,-229,-188,-13260
1.331757,114,-424,-13045
1.347382,92,-408,-12912
1.363007,-213,-249,-12747
1.378632,-377,-143,-12944
1.394257,-465,0,-13406
1.409882,-540,14,-13374
1.425507,-711,101,-13145
1.441132,-1061,305,-13181
1.456757,-761,-27,-13124
