;Title, http://www.gcdataconcepts.com, x2-2,Kionix KXRB5-2050
;Version, 1102, Build date, Oct  6 2015,  SN:CCDC10023F56AE8
;Start_time, 2007-02-12, 02:12:57.780
;Temperature, -999.00, deg C,  Vbat, 4144, mv
;Gain, high
;SampleRate, 64,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
0.385437,1833,1771,-10210
0.401062,1655,1051,-8135
0.416687,1683,305,-6768
0.432312,1667,-40,-4620
0.447937,1267,-618,-1761
0.463562,505,-922,-1420
0.479187,-120,-181,-5609
0.510437,-627,464,-11042
0.526062,-1470,1660,-14676
0.541687,-999,871,-16965
0.557312,-2498,2280,-11324
0.572937,-7109,5751,-5003
0.588562,-4598,-2266,-10206
0.604187,1137,-4657,-13969
0.619812,1431,1972,-12572
0.635437,887,-193,-13056
0.651062,-352,-1938,-13283
0.666687,-2179,-1200,-13061
0.682312,-1231,-991,-13174
0.697937,-33,-143,-13140
0.713562,-143,-183,-13154
0.729187,10,-202,-13172
0.744812,157,-129,-13160
0.760437,57,-163,-13156
0.776062,24,-195,-13154
0.791687,-17,-240,-13153
0.807312,-47,-263,-13160
0.822937,-27,-265,-13165
0.838562,-22,-224,-13158
0.854187,-17,-186,-13185
0.869812,16,-184,-13190
0.885437,28,-199,-13131
0.901062,53,-200,-13122
0.916687,57,-190,-13160
0.932312,-6,-220,-13170
0.947937,-20,-252,-13178
0.963562,21,-234,-13179
0.979187,30,-224,-13165
0.994812,37,-193,-13163
1.010437,21,-159,-13158
1.026062,3,-202,-13154
1.041687,5,-242,-13165
1.057312,-13,-227,-13160
1.072937,30,-204,-13170
1.088562,58,-195,-13181
1.104187,48,-197,-13160
1.119812,67,-150,-13145
1.135437,28,-206,-13147
1.151062,-47,-188,-13151
1.166687,-67,-195,-13160
1.182312,-47,-499,-13140
1.197937,-29,142,-13138
1.213562,30,358,-13210
1.229187,121,-609,-13188
1.244812,96,-479,-13120
1.260437,7,-256,-13145
1.276062,-9,-370,-13167
1.291687,14,-154,-13163
1.307312,-45,-284,-13160
1.322937,-92,-392,-13170
1.338562,76,-42,-13165
1.354187,82,-93,-13136
1.369812,-72,-393,-13142
1.385437,-15,-199,-13153
1.401062,21,-95,-13163
1.416687,-13,-192,-13185
1.432312,1,-240,-13176
1.447937,23,-288,-13151
1.463562,24,-272,-13151
1.479187,-20,-240,-13172
1.494812,-50,-222,-13169
1.510437,-2,-183,-13165
1.526062,55,-190,-13179
1.541687,51,-213,-13169
1.557312,8,-218,-13154
1.572937,-36,-245,-13174
1.588562,-33,-238,-13170
1.604187,19,-206,-13145
1.619812,55,-181,-13154
1.635437,46,-147,-13147
1.651062,3,-167,-13140
1.666687,-24,-236,-13179
1.682312,-17,-272,-13185
1.697937,-6,-274,-13172
1.713562,39,-243,-13179
1.729187,74,-172,-13172
1.744812,37,-165,-13167
1.760437,-29,-211,-13179
1.776062,-72,-225,-13190
1.791687,-47,-231,-13176
1.807312,14,-242,-13156
1.822937,53,-234,-13169
1.838562,28,-208,-13174
1.854187,-9,-202,-13169
1.869812,19,-213,-13167
1.885437,14,-204,-13153
1.901062,0,-200,-13151
1.916687,30,-199,-13161
1.932312,19,-208,-13169
1.947937,19,-231,-13170
1.963562,16,-243,-13169
1.979187,-13,-243,-13169
1.994812,-13,-224,-13161
2.010437,5,-204,-13147
2.026062,42,-184,-13156
2.041687,44,-183,-13170
2.057312,12,-213,-13163
2.072937,16,-220,-13165
2.088562,5,-225,-13165
2.104187,-22,-256,-13161
2.119812,-27,-247,-13163
2.135437,0,-209,-13154
2.151062,30,-213,-13163
2.166687,21,-206,-13167
2.182312,8,-177,-13165
2.197937,37,-183,-13167
2.213562,53,-200,-13160
2.229187,7,-217,-13172
2.244812,-33,-231,-13170
2.260437,-18,-233,-13165
2.276062,17,-217,-13183
2.291687,41,-179,-13174
2.307312,35,-174,-13160
2.322937,26,-199,-13167
2.338562,14,-197,-13170
2.354187,10,-204,-13167
2.369812,16,-234,-13169
2.385437,1,-233,-13165
2.401062,-13,-215,-13169
2.416687,16,-220,-13179
2.432312,39,-204,-13165
2.447937,30,-174,-13158
2.463562,37,-186,-13174
2.479187,37,-193,-13158
2.494812,7,-181,-13142
2.510437,-6,-217,-13160
2.526062,8,-247,-13170
2.541687,8,-236,-13156
2.557312,12,-233,-13156
2.572937,26,-215,-13167
2.588562,26,-179,-13165
2.604187,19,-172,-13160
2.619812,30,-193,-13172
2.635437,42,-206,-13188
2.651062,-20,-197,-13101
2.666687,-58,-206,-13076
2.682312,-18,-238,-13172
2.697937,14,-234,-13163
2.713562,58,-204,-13149
2.729187,46,-184,-13170
2.744812,-18,-181,-13167
2.760437,-9,-188,-13178
2.776062,12,-193,-13156
2.791687,55,-184,-13142
2.807312,44,-197,-13122
2.822937,-11,-211,-13149
2.838562,280,-111,-13349
2.854187,333,-84,-13303
2.869812,-8,-172,-13108
2.885437,-2,-181,-13170
2.901062,64,-224,-13167
2.916687,41,-245,-13131
2.932312,24,-195,-13178
2.947937,-24,-204,-13165
2.963562,-15,-211,-13161
2.979187,-6,-200,-13170
2.994812,5,-204,-13170
3.010437,30,-190,-13172
3.026062,49,-167,-13178
3.041687,57,-163,-13183
3.057312,26,-163,-13174
3.072937,-4,-170,-13163
3.088562,21,-190,-13158
3.104187,42,-197,-13165
3.119812,23,-192,-13167
3.135406,14,-174,-13161
3.151031,26,-174,-13172
3.166656,28,-163,-13160
3.182281,23,-136,-13151
3.197906,30,-165,-13169
3.213531,28,-172,-13169
3.229156,21,-154,-13167
3.244781,24,-175,-13178
; 3 stopping logging: shutdown: switched off
