Date,Time,Elapsed Seconds,Acceleration-X (m/s&#178;),Acceleration-Y (m/s&#178;),Acceleration-Z (m/s&#178;)
2/10/2020,3:20:40 PM,0.00,0.21,-0.31,10.66
2/10/2020,3:20:40 PM,0.05,0.21,-0.32,10.64
2/10/2020,3:20:40 PM,0.10,-1.07,-0.39,10.64
2/10/2020,3:20:40 PM,0.15,-1.41,-0.69,10.58
2/10/2020,3:20:40 PM,0.20,-1.44,-1.89,10.56
2/10/2020,3:20:40 PM,0.25,-1.05,-2.33,10.65
2/10/2020,3:20:41 PM,0.30,-1.78,-0.71,10.64
2/10/2020,3:20:41 PM,0.35,0.29,-0.86,10.64
2/10/2020,3:20:41 PM,0.40,0.93,-2.04,10.66
2/10/2020,3:20:41 PM,0.45,1.49,-1.53,10.65
2/10/2020,3:20:41 PM,0.50,2.26,-1.01,10.53
2/10/2020,3:20:41 PM,0.55,2.07,-1.1,10.62
2/10/2020,3:20:41 PM,0.60,2.62,-1.45,10.65
2/10/2020,3:20:41 PM,0.65,2.22,1.49,10.59
2/10/2020,3:20:41 PM,0.70,1.5,1.41,10.72
2/10/2020,3:20:41 PM,0.75,2.48,-1.06,10.59
2/10/2020,3:20:41 PM,0.80,1.11,1.93,10.56
2/10/2020,3:20:41 PM,0.85,0.91,1.72,10.69
2/10/2020,3:20:41 PM,0.90,0.82,0.54,10.61
2/10/2020,3:20:41 PM,0.95,-0.14,2.49,10.59
2/10/2020,3:20:41 PM,1.00,-0.4,1.8,10.6
2/10/2020,3:20:41 PM,1.05,-0.5,1.18,10.56
2/10/2020,3:20:41 PM,1.10,-0.51,0.71,10.57
2/10/2020,3:20:41 PM,1.15,-1.77,1.46,10.58
2/10/2020,3:20:41 PM,1.20,-2.02,0.01,10.61
2/10/2020,3:20:41 PM,1.25,-1.86,0.8,10.59
2/10/2020,3:20:42 PM,1.30,-2.3,0.07,10.63
2/10/2020,3:20:42 PM,1.35,-1.8,-0.68,10.59
2/10/2020,3:20:42 PM,1.40,-0.8,-2,10.57
2/10/2020,3:20:42 PM,1.45,-0.79,-1.3,10.71
2/10/2020,3:20:42 PM,1.50,0.16,-2.42,10.66
2/10/2020,3:20:42 PM,1.55,0.37,-1.04,10.63
2/10/2020,3:20:42 PM,1.60,1.63,-1.94,10.67
2/10/2020,3:20:42 PM,1.65,1.86,-1.19,10.63
2/10/2020,3:20:42 PM,1.70,1.69,-0.79,10.63
2/10/2020,3:20:42 PM,1.75,0.43,-0.34,10.63
2/10/2020,3:20:42 PM,1.80,0.25,-0.28,10.62
2/10/2020,3:20:42 PM,1.85,0.22,-0.29,10.61
2/10/2020,3:20:42 PM,1.90,0.23,-0.31,10.61
2/10/2020,3:20:42 PM,1.95,0.24,-0.29,10.63
2/10/2020,3:20:42 PM,2.00,0.25,-0.29,10.62
2/10/2020,3:20:42 PM,2.05,0.23,-0.3,10.61
