Auto,Run #3
Time (s),Angular Velocity (rad/s)
0.05,0
0.1,0
0.15,-0.058
0.2,-0.116
0.25,-0.116
0.3,-0.058
0.35,0
0.4,0
0.45,-0.058
0.5,-0.116
0.55,-0.116
0.6,-0.058
0.65,0
0.7,0
0.75,0.058
0.8,0.116
0.85,0.116
0.9,0.058
0.95,0
1,0
1.05,0
1.1,0
1.15,0.233
1.2,1.164
1.25,2.56
1.3,3.723
1.35,4.131
1.4,4.014
1.45,3.898
1.5,3.84
1.55,3.84
1.6,3.84
1.65,3.782
1.7,3.723
1.75,3.665
1.8,3.665
1.85,3.665
1.9,3.607
1.95,3.549
2,3.491
2.05,3.432
2.1,3.2
2.15,2.734
2.2,1.978
2.25,1.164
2.3,0.582
2.35,0.291
2.4,0.175
2.45,0.058
2.5,0
2.55,0
2.6,0
2.65,0
2.7,-0.058
2.75,-0.116
2.8,-0.116
2.85,-0.116
2.9,-0.116
2.95,-0.116
3,-0.116
3.05,-0.116
3.1,-0.116
3.15,-0.058
3.2,0
3.25,0
3.3,0
3.35,0.058
3.4,0.116
3.45,0.116
3.5,0.058
3.55,0.058
3.6,0.116
3.65,0.116
3.7,0.058
3.75,0
3.8,0
3.85,0
3.9,0
3.95,0
4,-0.058
4.05,-0.116
4.1,-0.116
4.15,-0.058
4.2,0
4.25,0
4.3,-0.058
4.35,-0.116
4.4,-0.116
4.45,0
4.5,0.116
4.55,0.116
4.6,0.058
4.65,0
4.7,0
4.75,0.058
4.8,0.116
4.85,0.116
4.9,0.058
4.95,0
5,0
5.05,0
5.1,0
5.15,-0.058
5.2,-0.116
5.25,-0.116
5.3,-0.058
5.35,0
5.4,0
5.45,0
5.5,0
5.55,0
5.6,0
5.65,0
5.7,0
5.75,0
5.8,0
5.85,0
5.9,0
5.95,0.058
6,0.116
6.05,0.116
6.1,0.058
6.15,0
6.2,0
6.25,-0.058
6.3,-0.116
6.35,-0.116
6.4,-0.058
6.45,0
6.5,0
6.55,0
6.6,0
6.65,0
6.7,0
6.75,0
6.8,0
6.85,0
6.9,0
6.95,0
7,0
7.05,0
7.1,0
7.15,0
7.2,0
7.25,0
7.3,0
7.35,0
7.4,0
7.45,0
7.5,0
7.55,0
7.6,0
7.65,0
7.7,0
7.75,0
7.8,0
7.85,0
7.9,0
7.95,0
8,0
8.05,0
8.1,0
8.15,0
8.2,0
8.25,0
8.3,0
8.35,0
8.4,0
8.45,0
8.5,0
8.55,0
8.6,0
8.65,0
8.7,0
8.75,0
8.8,0
8.85,0
8.9,0
8.95,0
9,0
9.05,0
9.1,0
9.15,0
9.2,0
9.25,0
9.3,0
9.35,0
9.4,0
9.45,0
9.5,0
9.55,0
9.6,0
9.65,0
9.7,0
9.75,0
9.8,0
9.85,0
9.9,0
9.95,0
10,0
10.05,0
10.1,0
10.15,0
10.2,0
10.25,0
10.3,0
10.35,0
10.4,0
10.45,0
10.5,0
10.55,0
10.6,0
10.65,0
10.7,0
10.75,0
10.8,0
10.85,0
10.9,0
10.95,0
11,0
11.05,0
11.1,0
11.15,0
11.2,0
11.25,0
11.3,0
11.35,0
11.4,0
11.45,0
11.5,0
11.55,0
11.6,0
11.65,0
11.7,0
11.75,0
11.8,0
11.85,0
11.9,0
11.95,0
12,0
12.05,0
12.1,0
12.15,0
12.2,0
12.25,0
12.3,0
12.35,0.058
12.4,0.116
12.45,0.116
12.5,0.058
12.55,0.058
12.6,0.116
12.65,0.116
12.7,0.116
12.75,0.116
12.8,0.175
12.85,0.175
12.9,0.175
12.95,0.233
13,0.233
13.05,0.233
13.1,0.175
13.15,0.175
13.2,0.175
13.25,0.175
