;Title, http://www.gcdataconcepts.com, x2-2,Kionix KXRB5-2050
;Version, 1102, Build date, Oct  6 2015,  SN:CCDC10023F56AE8
;Start_time, 2007-01-05, 20:59:40.782
;Temperature, -999.00, deg C,  Vbat, 4158, mv
;Gain, high
;SampleRate, 64,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
0.366547,389,-263,-13344
0.382172,374,-315,-13320
0.397797,328,-325,-13024
0.413422,217,-365,-13053
0.429047,207,-361,-13083
0.444672,287,-292,-13038
0.460297,298,-283,-13283
0.491547,344,-261,-13322
0.507172,342,-254,-13197
0.522797,219,-331,-13204
0.538422,217,-368,-13040
0.554047,228,-400,-12994
0.569672,219,-383,-13113
0.585297,323,-263,-13165
0.600922,341,-211,-13308
0.616547,333,-199,-13270
0.632172,344,-240,-13172
0.647797,237,-352,-13174
0.663422,207,-361,-12995
0.679047,214,-352,-13044
0.694672,216,-347,-13210
0.710297,335,-265,-13160
0.725922,346,-292,-13311
0.741547,317,-324,-13279
0.757172,344,-302,-13076
0.772797,221,-377,-13154
0.788422,217,-340,-13024
0.804047,303,-284,-13044
0.819672,266,-315,-13319
0.835297,353,-247,-13181
0.850922,348,-286,-13213
0.866547,241,-365,-13279
0.882172,298,-345,-12994
0.897797,266,-436,-13074
0.913422,251,-436,-13144
0.929047,366,-324,-13069
0.944672,351,-311,-13299
0.960297,358,-256,-13286
0.975922,371,-250,-13138
0.991547,283,-361,-13151
1.007172,278,-408,-13065
1.022797,283,-433,-13078
1.038422,294,-392,-13131
1.054047,378,-315,-13179
1.069672,380,-347,-13313
1.085297,382,-361,-13195
1.100922,383,-361,-13103
1.116669,289,-413,-13170
1.132294,305,-381,-12997
1.147919,348,-359,-13076
1.163544,323,-367,-13333
1.179169,407,-290,-13165
1.194794,392,-318,-13194
1.210419,308,-399,-13303
1.226044,358,-375,-12997
1.241669,317,-418,-13026
1.257294,282,-447,-13219
1.272919,385,-356,-13085
1.288544,378,-325,-13197
1.304169,360,-308,-13331
1.319794,391,-297,-13160
1.335419,324,-358,-13085
1.351044,294,-377,-13111
1.366669,299,-400,-13128
1.382294,321,-399,-13081
1.397919,380,-343,-13153
1.413544,348,-352,-13354
1.429169,355,-333,-13179
1.444794,364,-331,-13054
1.460419,248,-417,-13251
1.476044,287,-352,-13067
1.491669,335,-288,-13010
1.507294,266,-349,-13322
1.522919,344,-302,-13224
1.538544,367,-290,-13119
1.554169,273,-365,-13254
1.569794,274,-349,-13138
1.585419,266,-374,-13029
1.601044,260,-390,-13110
1.616669,285,-324,-13195
1.632294,305,-290,-13201
1.647919,349,-267,-13181
1.663544,319,-304,-13269
1.679169,282,-352,-13172
1.694794,294,-336,-13015
1.710419,249,-367,-13174
1.726044,264,-356,-13169
1.741669,323,-293,-13076
1.757294,285,-331,-13288
1.772919,298,-338,-13256
1.788544,317,-318,-13070
1.804169,235,-356,-13142
1.819794,242,-333,-13138
1.835419,283,-302,-13083
1.851044,285,-290,-13156
1.866669,326,-279,-13228
1.882294,335,-320,-13228
1.897919,312,-349,-13145
1.913544,280,-363,-13119
1.929169,226,-395,-13156
1.944794,262,-359,-13083
1.960419,317,-315,-13113
1.976044,287,-324,-13279
1.991669,314,-283,-13190
2.007294,337,-288,-13140
2.022919,287,-350,-13240
2.038544,296,-350,-13097
2.054169,298,-363,-13060
2.069794,298,-363,-13185
2.085419,342,-320,-13169
2.101044,332,-324,-13194
2.116547,323,-325,-13201
2.132172,321,-340,-13172
2.147797,287,-370,-13156
2.163422,294,-329,-13065
2.179047,273,-311,-13158
2.194672,249,-302,-13231
2.210297,310,-243,-13104
2.225922,307,-272,-13224
2.241547,260,-313,-13240
2.257172,285,-300,-13029
2.272797,246,-359,-13163
2.288422,233,-340,-13185
2.304047,308,-256,-13076
2.319672,287,-272,-13253
2.335297,307,-245,-13192
2.350922,321,-247,-13120
2.366547,251,-311,-13226
2.382172,298,-295,-13069
2.397797,312,-333,-13086
2.413422,276,-354,-13220
2.429047,339,-281,-13115
2.444672,330,-297,-13194
2.460297,321,-322,-13235
2.475922,342,-292,-13111
2.491547,264,-308,-13154
2.507172,269,-313,-13136
2.522797,301,-302,-13126
2.538422,274,-268,-13183
2.554047,321,-227,-13163
2.569672,321,-272,-13224
2.585297,310,-274,-13149
2.600922,308,-263,-13079
2.616547,249,-313,-13190
2.632172,307,-281,-13081
2.647797,333,-250,-13138
2.663422,269,-261,-13322
2.679047,319,-186,-13110
2.694672,292,-192,-13145
2.710297,249,-252,-13270
2.725922,328,-209,-13022
2.741547,299,-236,-13115
2.757172,312,-279,-13263
2.772797,410,-240,-13101
2.788422,374,-267,-13206
2.804047,353,-267,-13258
2.819672,382,-215,-13090
2.835297,341,-256,-13153
2.850922,326,-247,-13181
2.866547,337,-186,-13099
2.882172,349,-215,-13165
2.897797,392,-224,-13224
2.913422,398,-197,-13188
2.929047,378,-215,-13138
2.944672,358,-224,-13120
2.960297,341,-222,-13140
2.975922,358,-208,-13119
2.991547,385,-195,-13163
3.007172,403,-217,-13229
3.022797,435,-195,-13138
3.038422,437,-222,-13185
3.054047,391,-245,-13204
3.069672,376,-163,-13040
3.085297,389,-181,-13160
3.100922,403,-183,-13217
3.116547,417,-92,-13094
3.132172,407,-136,-13233
3.147797,416,-172,-13197
3.163422,419,-133,-13069
3.179047,416,-172,-13185
3.194672,471,-175,-13124
3.210297,494,-158,-13142
3.225922,466,-136,-13254
3.241547,458,-56,-13115
3.257172,457,-113,-13176
3.272797,467,-167,-13215
3.288422,483,-99,-13061
3.304047,471,-133,-13186
3.319672,480,-125,-13204
3.335297,492,-65,-13099
3.350922,501,-100,-13201
3.366547,516,-90,-13176
3.382172,503,-86,-13122
3.397797,494,-111,-13149
3.413422,491,-50,-13124
3.429047,489,-40,-13151
3.444672,523,-43,-13129
3.460297,539,-29,-13158
3.475922,548,-79,-13219
3.491547,557,-68,-13092
3.507172,514,-52,-13122
3.522797,499,-58,-13213
3.538422,521,17,-13097
3.554047,517,41,-13151
3.569672,533,16,-13242
3.585297,578,26,-13133
3.600922,583,-9,-13149
3.616547,562,-17,-13170
3.632172,576,26,-13106
3.647797,569,30,-13167
3.663422,537,85,-13172
3.679047,562,105,-13156
3.694672,589,46,-13203
3.710297,592,55,-13133
3.725922,601,55,-13161
3.741547,596,60,-13201
3.757172,605,128,-13104
3.772797,596,142,-13195
3.788422,571,148,-13204
3.804047,598,149,-13063
3.819672,633,92,-13174
3.835297,628,105,-13203
3.850922,603,148,-13101
3.866547,599,153,-13176
3.882172,594,208,-13167
3.897797,592,210,-13113
3.913422,621,167,-13156
3.929047,624,203,-13144
3.944672,642,216,-13167
3.960297,662,221,-13165
3.975922,615,271,-13128
3.991547,614,262,-13160
4.007172,646,253,-13129
4.022797,639,251,-13165
4.038422,644,244,-13217
4.054047,642,283,-13129
4.069672,614,292,-13154
4.085297,655,278,-13181
4.100922,680,317,-13101
4.116547,632,358,-13145
4.132172,623,358,-13190
4.147797,646,353,-13154
4.163422,664,337,-13140
4.179047,673,314,-13131
4.194672,669,337,-13174
4.210297,619,398,-13181
4.225922,566,430,-13115
4.241547,585,426,-13129
4.257172,640,392,-13144
4.272797,665,369,-13117
4.288422,655,428,-13186
4.304047,633,491,-13229
4.319672,585,498,-13140
4.335297,553,464,-13086
4.350922,574,428,-13086
4.366547,583,453,-13111
4.382172,594,498,-13210
4.397797,612,512,-13261
4.413422,603,510,-13179
4.429047,596,505,-13067
4.444672,553,546,-13097
4.460297,523,596,-13192
4.475922,517,617,-13149
4.491547,521,599,-13145
4.507172,576,537,-13192
4.522797,549,548,-13111
4.538422,499,633,-13167
4.554047,528,655,-13249
4.569672,498,612,-13101
4.585297,505,605,-13088
4.600922,521,658,-13163
4.616547,439,719,-13120
4.632172,485,708,-13203
4.647797,519,685,-13244
4.663422,423,703,-13136
4.679047,416,710,-13113
4.694672,417,707,-13101
4.710297,416,705,-13122
4.725922,457,730,-13206
4.741547,423,776,-13186
4.757172,423,767,-13169
4.772797,444,726,-13160
4.788422,371,742,-13117
4.804047,358,810,-13192
4.819672,351,826,-13170
4.835297,337,764,-13097
4.850922,421,755,-13181
4.866547,369,805,-13174
4.882172,326,812,-13183
4.897797,410,776,-13222
4.913422,323,792,-13110
4.929047,276,890,-13158
4.944672,346,860,-13208
4.960297,289,760,-13088
4.975922,271,849,-13178
4.991547,287,923,-13256
5.007172,269,801,-13140
5.022797,296,742,-13144
5.038422,253,849,-13181
5.054047,210,898,-13144
5.069672,248,848,-13160
5.085297,237,851,-13172
5.100922,207,898,-13145
5.116547,189,874,-13153
5.132172,171,864,-13204
5.147797,158,926,-13194
5.163422,142,874,-13140
5.179047,148,807,-13151
5.194672,155,882,-13183
5.210297,142,889,-13201
5.225922,121,833,-13204
5.241547,117,905,-13185
5.257172,128,912,-13188
5.272797,105,839,-13158
5.288422,58,885,-13083
5.304047,78,880,-13103
5.319672,89,849,-13156
5.335297,71,896,-13136
5.350922,105,860,-13165
5.366547,96,855,-13211
5.382172,101,848,-13154
5.397797,126,776,-13147
5.413422,71,823,-13183
5.429047,62,864,-13140
5.444672,101,849,-13149
5.460297,108,828,-13170
5.475922,116,778,-13126
5.491547,105,783,-13117
5.507172,105,787,-13147
5.522797,128,773,-13149
5.538422,135,796,-13138
5.554047,166,774,-13201
5.569672,219,724,-13253
5.585297,216,714,-13158
5.600922,207,735,-13133
5.616547,203,749,-13254
5.632172,176,710,-13199
5.647797,207,701,-13117
5.663422,228,749,-13172
5.679047,232,714,-13083
5.694672,307,683,-13054
5.710297,342,707,-13151
5.725922,376,683,-13097
5.741547,433,685,-13144
5.757172,432,683,-13233
5.772797,460,642,-13101
5.788422,483,642,-13095
5.804047,485,657,-13194
5.819672,567,642,-13178
5.835297,576,608,-13154
5.850922,532,628,-13058
5.866547,630,687,-13060
5.882172,678,653,-13206
5.897797,674,667,-13179
5.913422,767,753,-13126
5.929047,821,682,-13210
5.944672,839,624,-13147
5.960297,858,715,-13110
5.975922,874,724,-13226
5.991547,919,683,-13079
6.007172,953,714,-13003
6.022797,1017,730,-13167
6.038422,1087,771,-13170
6.054047,1132,771,-13231
6.069672,1224,751,-13269
6.085297,1256,835,-13204
6.100922,1240,835,-13245
6.116547,1348,828,-13172
6.132172,1399,862,-13215
6.147797,1358,890,-13199
6.163422,1430,1035,-12944
6.179047,1523,1042,-13181
6.194672,1560,987,-13236
6.210297,1587,1099,-12985
6.225922,1587,1078,-13292
6.241547,1614,1087,-13278
6.257172,1658,1196,-12954
6.272797,1683,1219,-13149
6.288422,1774,1281,-13267
6.304047,1817,1262,-13106
6.319672,1755,1281,-13044
6.335297,1821,1408,-13140
6.350922,1903,1431,-13153
6.366547,1869,1485,-13044
6.382172,1924,1505,-13188
6.397797,1953,1494,-13181
6.413422,1876,1624,-12999
6.429047,1939,1698,-13138
6.444672,1985,1710,-13149
6.460297,1958,1773,-13045
6.475922,2008,1817,-13163
6.491547,1994,1871,-13176
6.507172,1956,1892,-13053
6.522797,1987,1919,-13088
6.538422,1996,2015,-13133
6.554047,1997,2044,-13120
6.569672,2008,2062,-13199
6.585297,1996,2105,-13190
6.600922,1976,2103,-13181
6.616547,1955,2144,-13199
6.632172,1903,2158,-13094
6.647797,1908,2162,-13129
6.663422,1926,2231,-13147
6.679047,1892,2271,-13092
6.694672,1905,2305,-13190
6.710297,1869,2308,-13161
6.725922,1830,2290,-13099
6.741547,1858,2342,-13158
6.757172,1837,2333,-13095
6.772797,1806,2321,-13076
6.788422,1794,2387,-13176
6.804047,1751,2367,-13176
6.819672,1728,2356,-13169
6.835297,1735,2367,-13195
6.850922,1714,2326,-13160
6.866547,1710,2358,-13170
6.882172,1764,2356,-13165
6.897797,1728,2296,-13131
6.913422,1680,2314,-13199
6.929047,1719,2310,-13208
6.944672,1712,2319,-13206
6.960297,1676,2296,-13169
6.975922,1685,2180,-13019
6.991547,1705,2185,-13061
7.007172,1740,2197,-13151
7.022797,1780,2131,-13161
7.038422,1796,2164,-13231
7.054047,1837,2174,-13206
7.069672,1855,2133,-13181
7.085297,1858,2115,-13179
7.100922,1928,2080,-13104
7.116547,1964,2112,-13229
7.132172,1974,2089,-13247
7.147797,2024,2012,-13083
7.163422,2101,2065,-13204
7.179047,2164,2042,-13244
7.194672,2208,2005,-13069
7.210297,2272,2042,-13099
7.225922,2339,2039,-13197
7.241547,2412,2042,-13061
7.257172,2446,2017,-12949
7.272797,2458,2031,-13149
7.288422,2519,2115,-13278
7.304047,2605,2135,-13079
7.319672,2676,2119,-12990
7.335297,2713,2199,-13244
7.350922,2799,2297,-13311
7.366547,2899,2267,-13156
7.382172,2946,2272,-13213
7.397797,3006,2378,-13163
7.413422,3040,2449,-13070
7.429047,3076,2430,-13176
7.444672,3160,2521,-13095
7.460297,3199,2644,-13158
7.475922,3210,2637,-13363
7.491547,3254,2726,-13124
7.507172,3322,2756,-13001
7.522797,3371,2756,-13122
7.538422,3354,2924,-13053
7.554047,3360,3003,-13085
7.569672,3385,3055,-13228
7.585297,3404,3140,-13213
7.600922,3419,3133,-13128
7.616547,3399,3199,-13161
7.632172,3435,3269,-13201
7.647797,3444,3281,-13119
7.663422,3399,3372,-13108
7.679047,3390,3412,-13103
7.694672,3340,3426,-13056
7.710297,3331,3510,-13140
7.725922,3358,3553,-13163
7.741547,3301,3592,-13106
7.757172,3294,3635,-13179
7.772797,3265,3604,-13188
7.788422,3192,3606,-13122
7.804047,3244,3665,-13206
7.819672,3194,3647,-13178
7.835297,3088,3626,-13056
7.850922,3137,3672,-13126
7.866547,3097,3649,-13136
7.882172,3031,3626,-13074
7.897797,3071,3647,-13124
7.913422,3024,3599,-13124
7.929047,3021,3603,-13163
7.944672,3097,3597,-13178
7.960297,3067,3522,-13070
7.975922,3046,3521,-13104
7.991547,3072,3485,-13172
8.007172,3142,3426,-13163
8.022797,3167,3415,-13142
8.038422,3140,3358,-13131
8.054047,3201,3331,-13144
8.069672,3265,3346,-13161
8.085297,3342,3308,-13185
8.100922,3388,3263,-13169
8.116547,3401,3242,-13136
8.132172,3510,3246,-13088
8.147797,3574,3272,-13135
8.163422,3621,3287,-13213
8.179047,3756,3308,-13145
8.194672,3772,3299,-13153
8.210297,3795,3281,-13119
8.225922,3945,3344,-12972
8.241547,3965,3388,-13060
8.257172,4051,3422,-13094
8.272797,4208,3481,-13070
8.288422,4197,3497,-13290
8.304047,4245,3585,-13236
8.319672,4317,3658,-13097
8.335297,4335,3597,-13149
8.350922,4385,3665,-13106
8.366547,4449,3801,-13204
8.382172,4563,3858,-13211
8.397797,4610,3917,-13085
8.413422,4563,3992,-13115
8.429047,4576,4076,-13044
8.444672,4636,4124,-13038
8.460297,4656,4204,-13160
8.475922,4656,4315,-13142
8.491547,4688,4353,-13119
8.507172,4645,4358,-13079
8.522797,4606,4411,-13031
8.538422,4647,4506,-13095
8.554047,4583,4578,-13094
8.569672,4520,4619,-13049
8.585297,4579,4667,-13133
8.600922,4544,4699,-13174
8.616547,4465,4729,-13149
8.632172,4447,4747,-13147
8.647797,4367,4736,-13113
8.663422,4322,4772,-13131
8.679047,4338,4776,-13117
8.694672,4326,4722,-13097
8.710297,4299,4754,-13186
8.725922,4258,4765,-13149
8.741547,4262,4711,-13085
8.757172,4242,4688,-13185
8.772797,4228,4656,-13174
8.788422,4260,4586,-13076
8.804047,4242,4542,-13131
8.819672,4278,4517,-13149
8.835297,4297,4469,-13061
8.850922,4292,4467,-13124
8.866547,4367,4440,-13154
8.882172,4417,4367,-13072
8.897797,4479,4340,-13126
8.913422,4569,4322,-13226
8.929047,4590,4319,-13156
8.944672,4644,4336,-13063
8.960297,4728,4317,-13136
8.975922,4786,4319,-13113
8.991547,4906,4376,-13033
9.007172,5001,4358,-13170
9.022797,5052,4342,-13220
9.038422,5147,4447,-13085
9.054047,5217,4483,-13054
9.069672,5274,4492,-13111
9.085297,5340,4619,-13113
9.100922,5438,4651,-13069
9.116669,5510,4670,-13063
9.132294,5511,4770,-13122
9.147919,5577,4794,-13074
9.163544,5617,4890,-12963
9.179169,5617,5020,-13110
9.194794,5688,5070,-13169
9.210419,5715,5142,-13035
9.226044,5745,5211,-13113
9.241669,5745,5338,-13103
9.257294,5693,5449,-13072
9.272919,5706,5456,-13178
9.288544,5668,5535,-13106
9.304169,5642,5638,-13044
9.319794,5647,5660,-13090
9.335419,5601,5697,-13135
9.351044,5622,5781,-13203
9.366669,5588,5792,-13167
9.382294,5501,5761,-13110
9.397919,5520,5815,-13185
9.413544,5467,5824,-13120
9.429169,5340,5783,-13036
9.444794,5310,5811,-13117
9.460419,5290,5776,-13085
9.476044,5261,5736,-13078
9.491669,5283,5760,-13113
9.507294,5331,5692,-13040
9.522919,5322,5672,-13063
9.538544,5317,5686,-13115
9.554169,5372,5602,-13072
9.569794,5404,5592,-13101
9.585419,5449,5565,-13120
9.601044,5502,5504,-13067
9.616669,5574,5506,-13092
9.632294,5681,5481,-13085
9.647919,5738,5504,-13070
9.663544,5815,5538,-13122
9.679169,5924,5519,-13153
9.694794,6013,5519,-13213
9.710419,6149,5552,-13158
9.726044,6295,5618,-13078
9.741669,6347,5717,-13217
9.757294,6434,5801,-13195
9.772919,6583,5876,-13153
9.788544,6659,5968,-13240
9.804169,6731,6040,-13086
9.819794,6843,6072,-13022
9.835419,6890,6170,-13074
9.851044,6904,6342,-13085
9.866669,7013,6479,-13154
9.882294,7097,6597,-13142
9.897919,7122,6695,-13090
9.913544,7168,6752,-13015
9.929169,7159,6863,-13020
9.944794,7158,7038,-13104
9.960419,7183,7142,-13079
9.976044,7158,7225,-13081
9.991669,7165,7293,-13099
10.007294,7156,7270,-13076
10.022919,7181,7358,-13113
10.038544,7220,7495,-13156
10.054169,7108,7499,-13124
10.069794,7093,7547,-13161
10.085419,7159,7602,-13208
10.101044,7047,7529,-13111
10.116547,7054,7561,-13131
10.132172,7133,7624,-13174
10.147797,7036,7540,-13040
10.163422,7056,7522,-13058
10.179047,7149,7545,-13104
10.194672,7154,7474,-12945
10.210297,7250,7427,-13019
10.225922,7338,7441,-13170
10.241547,7381,7415,-13079
10.257172,7524,7388,-13078
10.272797,7658,7418,-13067
10.288422,7750,7441,-13011
10.304047,7897,7450,-13104
10.319672,8050,7500,-13131
10.335297,8122,7586,-13197
10.350922,8254,7668,-13245
10.366547,8438,7783,-13106
10.382172,8516,7836,-13126
10.397797,8663,7854,-13179
10.413422,8813,8009,-13135
10.429047,8877,8118,-13156
10.444672,8986,8218,-13081
10.460297,9066,8445,-13101
10.475922,9115,8613,-13256
10.491547,9204,8763,-13133
10.507172,9266,8881,-13019
10.522797,9259,8900,-13095
10.538422,9281,8941,-13085
10.554047,9397,9125,-13101
10.569672,9368,9323,-13117
10.585297,9245,9414,-13088
10.600922,9229,9495,-13094
10.616547,9197,9459,-13044
10.632172,9223,9445,-13076
