;Title, http://www.gcdataconcepts.com, x2-2,Kionix KXRB5-2050
;Version, 1102, Build date, Oct  6 2015,  SN:CCDC10023F56AE8
;Start_time, 2007-01-05, 21:49:38.761
;Temperature, -999.00, deg C,  Vbat, 4164, mv
;Gain, high
;SampleRate, 64,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
0.394562,635,-13,-13154
0.410187,630,-9,-13156
0.425812,615,-36,-13188
0.441437,619,-40,-13154
0.457062,607,-34,-13142
0.472687,608,-20,-13147
0.488312,615,-4,-13181
0.519562,591,-15,-13147
0.535187,587,33,-13101
0.550812,630,-11,-13224
0.566437,646,-106,-13190
0.582062,594,-18,-13065
0.597687,541,33,-13190
0.613312,612,-27,-13195
0.628937,674,-47,-13126
0.644562,594,-40,-13210
0.660187,574,-17,-13154
0.675812,585,3,-13106
0.691437,596,-34,-13220
0.707062,664,-81,-13213
0.722687,637,-54,-13115
0.738312,571,24,-13115
0.753937,580,44,-13183
0.769562,635,-34,-13176
0.785187,642,-52,-13122
0.800812,619,-33,-13213
0.816437,653,-100,-13220
0.832062,630,-52,-13106
0.847687,551,53,-13185
0.863312,603,1,-13186
0.878937,669,-56,-13092
0.894562,583,-33,-13178
0.910187,574,7,-13161
0.925812,630,1,-13097
0.941437,573,-20,-13185
0.957062,587,5,-13179
0.972687,658,-29,-13135
0.988312,601,-54,-13178
1.003937,560,12,-13167
1.019562,615,-4,-13154
1.035187,644,-79,-13192
1.050812,623,-58,-13170
1.066437,576,21,-13124
1.082062,603,21,-13160
1.097687,674,-75,-13204
1.113312,601,-58,-13131
1.128937,580,23,-13119
1.144562,660,-50,-13201
1.160187,632,-75,-13163
1.175812,642,-18,-13151
1.191437,657,-52,-13208
1.207062,564,-34,-13140
1.222687,596,17,-13101
1.238312,667,-68,-13192
1.253937,592,-63,-13161
1.269562,583,44,-13113
1.285187,655,-42,-13194
1.300812,623,-68,-13178
1.316437,621,-8,-13174
1.332062,642,-79,-13186
1.347687,585,-18,-13088
1.363312,614,19,-13165
1.378937,655,-86,-13197
1.394562,583,-13,-13086
1.410187,558,12,-13178
1.425812,587,-63,-13167
1.441437,576,16,-13097
1.457062,628,-24,-13219
1.472687,651,-86,-13144
1.488312,576,28,-13099
1.503937,619,-18,-13228
1.519562,682,-84,-13153
1.535187,601,-11,-13119
1.550812,592,-20,-13190
1.566437,665,-58,-13176
1.582062,605,-52,-13160
1.597687,562,0,-13142
1.613312,630,-17,-13161
1.628937,607,-47,-13154
1.644562,598,-4,-13128
1.660187,642,-42,-13172
1.675812,635,-68,-13170
1.691437,633,-36,-13145
1.707062,632,-24,-13176
1.722687,624,-20,-13170
1.738312,623,-18,-13154
1.753937,610,-8,-13172
1.769562,598,-11,-13160
1.785187,603,-22,-13147
1.800812,617,-36,-13172
1.816437,614,-47,-13161
1.832062,610,-11,-13145
1.847687,623,-2,-13178
1.863312,617,-43,-13147
1.878937,598,-33,-13129
1.894562,596,-24,-13190
1.910187,623,-29,-13140
1.925812,633,-4,-13140
1.941437,605,-31,-13211
1.957062,603,-22,-13122
1.972687,601,23,-13142
1.988312,596,-38,-13210
2.003937,615,-54,-13119
2.019562,596,-34,-13145
2.035187,601,-33,-13176
2.050812,623,-15,-13174
2.066437,596,-50,-13179
2.082062,610,-9,-13122
2.097687,621,-9,-13190
2.113312,612,-52,-13153
2.128937,621,30,-13092
2.144562,598,0,-13228
2.160187,608,-40,-13145
2.175812,632,7,-13103
2.191437,601,-54,-13231
2.207062,614,-50,-13136
2.222687,621,-20,-13119
2.238312,574,-36,-13194
2.253937,601,-4,-13163
2.269562,632,-25,-13147
2.285187,583,7,-13140
2.300812,619,17,-13217
2.316437,660,-74,-13178
2.332062,605,0,-13086
2.347687,605,0,-13211
2.363312,599,-79,-13154
2.378937,562,24,-13061
2.394562,589,-11,-13215
2.410187,630,-95,-13192
2.425812,617,-31,-13113
2.441437,578,-4,-13185
2.457062,612,-11,-13178
2.472687,621,-17,-13147
2.488312,610,-15,-13165
2.503937,630,-36,-13154
2.519562,594,-25,-13142
2.535187,608,-13,-13153
2.550812,649,-70,-13179
2.566437,644,-75,-13179
2.582062,594,-27,-13136
2.597687,598,-9,-13154
2.613312,648,-47,-13194
2.628937,592,-24,-13151
2.644562,608,7,-13128
2.660187,669,7,-13208
2.675812,682,49,-13281
2.691437,719,39,-13258
2.707062,566,-102,-13088
2.722687,358,-386,-12819
2.738312,380,-517,-12887
2.753937,608,-181,-13242
2.769562,833,246,-13431
2.785187,769,330,-13354
2.800812,617,262,-13069
2.816437,517,82,-13033
